word,count,independent,bind,len,compound_entropy,spe,rsr
开始的军,2,2,0.5,4,1.0,-1.0,-1.0
开始的影,2,2,0.5,4,1.0,-1.0,-1.0
开始的文豪,2,2,0.5,5,-1.0,-1.0,-1.0
开始的无限,2,2,0.5,5,1.0,-1.0,-1.0
开始的诸天之旅,2,2,0.5,7,-1.0,-1.0,-1.0
开始签,2,2,0.5,3,1.0,-1.0,-1.0
开始肝成,2,2,0.5,4,1.0,-1.0,-1.0
开始进化,2,2,0.5,4,-1.0,-1.0,-1.0
开始逃,2,2,0.5,3,1.0,-1.0,-1.0
开始速通,2,2,1.0,4,-1.0,-1.0,-1.0
开局一座,2,2,0.5,4,-1.0,-1.0,-1.0
开局中奖,2,2,1.0,4,-1.0,-1.0,-1.0
开局为,2,2,0.5,3,-1.0,-1.0,-1.0
开局具现,2,2,0.5,4,-1.0,-1.0,-1.0
开局召唤,2,2,0.5,4,-1.0,-1.0,-1.0
开局合成,2,2,0.5,4,-1.0,-1.0,-1.0
开局天,2,2,0.5,3,-1.0,-1.0,-1.0
开局奖励,2,2,0.5,4,-1.0,-1.0,-1.0
开局我,2,2,0.5,3,-1.0,-1.0,-1.0
开局拯救,2,2,0.5,4,-1.0,-1.0,-1.0
开局捡到,2,2,0.5,4,-1.0,-1.0,-1.0
开局接待,2,2,0.5,4,-1.0,-1.0,-1.0
开局无,2,2,0.5,3,-1.0,-1.0,-1.0
开局时,2,2,1.0,3,1.0,-1.0,-1.0
开局盘,2,2,0.5,3,-1.0,-1.0,-1.0
开局给,2,2,0.5,3,-1.0,-1.0,-1.0
开局被唐,2,2,0.5,4,-1.0,-1.0,-1.0
开局请,2,2,0.5,3,-1.0,-1.0,-1.0
开局顶,2,2,0.5,3,-1.0,-1.0,-1.0
开挂了,2,2,0.5,3,-1.0,-1.0,-1.0
开挂后,2,2,1.0,3,-1.0,-1.0,-1.0
开的,2,2,0.5,2,1.0,-1.0,-1.0
开端,2,2,0.5,2,-1.0,-1.0,-1.0
异世界生,2,2,0.5,4,1.0,-1.0,-1.0
异世药,2,2,0.5,3,-1.0,-1.0,-1.0
异复苏,2,2,0.5,3,-1.0,-1.0,-1.0
异界游,2,2,0.5,3,-1.0,-1.0,-1.0
异界的,2,2,0.5,3,-1.0,-1.0,-1.0
异维,2,2,0.5,2,-1.0,-1.0,-1.0
异闻录,2,2,0.5,3,-1.0,-1.0,-1.0
弃妇的,2,2,0.5,3,-1.0,-1.0,-1.0
弟子全是大,2,2,1.0,5,1.0,-1.0,-1.0
弟都,2,2,0.5,2,1.0,-1.0,-1.0
强到离谱,2,2,0.5,4,-1.0,-1.0,-1.0
强的,2,2,0.5,2,1.0,-1.0,-1.0
当什么,2,2,0.5,3,1.0,-1.0,-1.0
当作,2,2,0.5,2,1.0,-1.0,-1.0
当你,2,2,0.5,2,-1.0,-1.0,-1.0
当偶像,2,2,1.0,3,1.0,-1.0,-1.0
当剑仙,2,2,0.5,3,-1.0,-1.0,-1.0
当医生,2,2,1.0,3,-1.0,-1.0,-1.0
当好,2,2,0.5,2,1.0,-1.0,-1.0
当巨星,2,2,0.5,3,-1.0,-1.0,-1.0
当差,2,2,1.0,2,1.0,-1.0,-1.0
当成,2,2,0.5,2,1.0,-1.0,-1.0
当教主,2,2,0.5,3,-1.0,-1.0,-1.0
当火影,2,2,0.5,3,-1.0,-1.0,-1.0
当爹,2,2,0.5,2,1.0,-1.0,-1.0
当王爷,2,2,0.5,3,-1.0,-1.0,-1.0
当神仙,2,2,0.5,3,-1.0,-1.0,-1.0
当神父,2,2,0.5,3,-1.0,-1.0,-1.0
当老师,2,2,0.5,3,-1.0,-1.0,-1.0
当财阀,2,2,0.5,3,-1.0,-1.0,-1.0
当过,2,2,0.5,2,-1.0,-1.0,-1.0
当闲,2,2,0.5,2,1.0,-1.0,-1.0
影教,2,2,0.5,2,1.0,-1.0,-1.0
影视世界从,2,2,0.5,5,-1.0,-1.0,-1.0
影视世界大,2,2,0.5,5,-1.0,-1.0,-1.0
影视剧,2,2,0.5,3,-1.0,-1.0,-1.0
影视诸天,2,2,1.0,4,-1.0,-1.0,-1.0
影重,2,2,0.5,2,1.0,-1.0,-1.0
影风,2,2,0.5,2,1.0,-1.0,-1.0
征战,2,2,0.5,2,-1.0,-1.0,-1.0
征服之路,2,2,1.0,4,-1.0,-1.0,-1.0
征服者,2,2,0.5,3,-1.0,-1.0,-1.0
待在,2,2,0.5,2,1.0,-1.0,-1.0
徒万倍返还,2,2,0.5,5,-1.0,-1.0,-1.0
御兽从,2,2,0.5,3,-1.0,-1.0,-1.0
御兽仙族,2,2,0.0,4,-1.0,-1.0,-1.0
御猫,2,2,0.5,2,-1.0,-1.0,-1.0
徽章,2,2,0.5,2,-1.0,-1.0,-1.0
心态崩了,2,2,0.5,4,-1.0,-1.0,-1.0
心灵,2,2,0.5,2,1.0,-1.0,-1.0
心理,2,2,0.5,2,1.0,-1.0,-1.0
心魔,2,2,1.0,2,-1.0,-1.0,-1.0
必有,2,2,0.5,2,1.0,-1.0,-1.0
必被,2,2,0.5,2,1.0,-1.0,-1.0
快穿之,2,2,0.5,3,-1.0,-1.0,-1.0
忽悠老,2,2,0.5,3,1.0,-1.0,-1.0
怎么成真了,2,2,0.5,5,-1.0,-1.0,-1.0
怎么是,2,2,0.5,3,1.0,-1.0,-1.0
急了,2,2,0.5,2,-1.0,-1.0,-1.0
性能,2,2,0.5,2,1.0,-1.0,-1.0
总想,2,2,0.5,2,1.0,-1.0,-1.0
总是,2,2,0.5,2,1.0,-1.0,-1.0
总有,2,2,0.5,2,-1.0,-1.0,-1.0
总管,2,2,0.5,2,-1.0,-1.0,-1.0
恋爱模拟,2,2,0.5,4,1.0,-1.0,-1.0
恋爱系,2,2,1.0,3,1.0,-1.0,-1.0
恐怖片,2,2,1.0,3,1.0,-1.0,-1.0
恭喜,2,2,0.5,2,-1.0,-1.0,-1.0
恶毒,2,2,0.5,2,-1.0,-1.0,-1.0
恶灵,2,2,1.0,2,1.0,-1.0,-1.0
恶魔法则,2,2,1.0,4,-1.0,-1.0,-1.0
悠闲人生,2,2,1.0,4,-1.0,-1.0,-1.0
悠闲修,2,2,0.5,3,-1.0,-1.0,-1.0
您完全不按套路,2,2,0.5,7,-1.0,-1.0,-1.0
情年代,2,2,0.5,3,-1.0,-1.0,-1.0
惟我,2,2,0.5,2,-1.0,-1.0,-1.0
想下,2,2,0.5,2,1.0,-1.0,-1.0
想为,2,2,0.5,2,1.0,-1.0,-1.0
想作死,2,2,0.5,3,-1.0,-1.0,-1.0
想做演员,2,2,0.5,4,-1.0,-1.0,-1.0
想加,2,2,0.5,2,1.0,-1.0,-1.0
想当明星,2,2,0.5,4,1.0,-1.0,-1.0
想当超,2,2,0.5,3,1.0,-1.0,-1.0
想成,2,2,0.5,2,1.0,-1.0,-1.0
想着,2,2,0.5,2,1.0,-1.0,-1.0
想重生,2,2,0.5,3,1.0,-1.0,-1.0
想长生不,2,2,0.5,4,1.0,-1.0,-1.0
惹那,2,2,0.5,2,1.0,-1.0,-1.0
意外,2,2,0.5,2,1.0,-1.0,-1.0
意志,2,2,0.5,2,-1.0,-1.0,-1.0
慈善大王什么鬼,2,2,0.0,7,-1.0,-1.0,-1.0
戏啊,2,2,0.5,2,-1.0,-1.0,-1.0
戏神,2,2,1.0,2,-1.0,-1.0,-1.0
成万,2,2,0.5,2,1.0,-1.0,-1.0
成为人生赢家,2,2,0.5,6,-1.0,-1.0,-1.0
成为大,2,2,0.5,3,1.0,-1.0,-1.0
成为最,2,2,0.5,3,1.0,-1.0,-1.0
成为道,2,2,1.0,3,1.0,-1.0,-1.0
成了仙子的,2,2,0.5,5,1.0,-1.0,-1.0
成了国,2,2,0.5,3,1.0,-1.0,-1.0
成了大,2,2,0.5,3,1.0,-1.0,-1.0
成了天,2,2,0.5,3,1.0,-1.0,-1.0
成了我的,2,2,0.5,4,1.0,-1.0,-1.0
成了日,2,2,0.5,3,1.0,-1.0,-1.0
成了科技,2,2,0.5,4,1.0,-1.0,-1.0
成人间,2,2,0.5,3,1.0,-1.0,-1.0
成功后,2,2,0.5,3,-1.0,-1.0,-1.0
成圣人,2,2,0.5,3,-1.0,-1.0,-1.0
成大佬,2,2,0.5,3,-1.0,-1.0,-1.0
成妖,2,2,0.5,2,-1.0,-1.0,-1.0
成巨,2,2,0.5,2,1.0,-1.0,-1.0
成王,2,2,0.5,2,-1.0,-1.0,-1.0
成神开始,2,2,0.5,4,-1.0,-1.0,-1.0
成系男神,2,2,0.5,4,-1.0,-1.0,-1.0
成计划,2,2,0.5,3,-1.0,-1.0,-1.0
成这样,2,2,1.0,3,1.0,-1.0,-1.0
成道,2,2,0.5,2,1.0,-1.0,-1.0
成鱼,2,2,0.5,2,-1.0,-1.0,-1.0
成龙,2,2,0.5,2,-1.0,-1.0,-1.0
我上报国家,2,2,0.0,5,-1.0,-1.0,-1.0
我不是那,2,2,0.5,4,-1.0,-1.0,-1.0
我与,2,2,0.5,2,-1.0,-1.0,-1.0
我举世无,2,2,1.0,4,1.0,-1.0,-1.0
我也要,2,2,1.0,3,1.0,-1.0,-1.0
我于人间,2,2,0.5,4,-1.0,-1.0,-1.0
我以为,2,2,0.5,3,-1.0,-1.0,-1.0
我以剑道证超凡,2,2,0.0,7,-1.0,-1.0,-1.0
我以女儿身闯荡,2,2,0.5,7,-1.0,-1.0,-1.0
我以神,2,2,0.5,3,-1.0,-1.0,-1.0
我修的,2,2,0.5,3,-1.0,-1.0,-1.0
我偷,2,2,1.0,2,1.0,-1.0,-1.0
我儿快,2,2,0.5,3,-1.0,-1.0,-1.0
我先,2,2,0.5,2,1.0,-1.0,-1.0
我全家都是,2,2,0.5,5,-1.0,-1.0,-1.0
我具现了,2,2,0.5,4,-1.0,-1.0,-1.0
我加入聊天群,2,2,1.0,6,-1.0,-1.0,-1.0
我卖,2,2,1.0,2,1.0,-1.0,-1.0
我又,2,2,0.5,2,-1.0,-1.0,-1.0
我反手,2,2,0.5,3,-1.0,-1.0,-1.0
我只想安静的做,2,2,0.5,7,-1.0,-1.0,-1.0
我只是想,2,2,0.5,4,-1.0,-1.0,-1.0
我可以兑换,2,2,0.5,5,-1.0,-1.0,-1.0
我可以无限,2,2,0.5,5,-1.0,-1.0,-1.0
我吧,2,2,0.5,2,-1.0,-1.0,-1.0
我命,2,2,0.5,2,-1.0,-1.0,-1.0
我咋,2,2,0.5,2,-1.0,-1.0,-1.0
我在一,2,2,0.5,3,-1.0,-1.0,-1.0
我在三国,2,2,0.5,4,-1.0,-1.0,-1.0
我在东京教,2,2,0.5,5,-1.0,-1.0,-1.0
我在九叔世界,2,2,0.5,6,-1.0,-1.0,-1.0
我在乱世词条,2,2,0.5,6,-1.0,-1.0,-1.0
我在亮剑,2,2,0.5,4,-1.0,-1.0,-1.0
我在人间,2,2,0.5,4,-1.0,-1.0,-1.0
我在俄,2,2,0.5,3,-1.0,-1.0,-1.0
我在修仙界种,2,2,0.5,6,-1.0,-1.0,-1.0
我在凡,2,2,0.5,3,-1.0,-1.0,-1.0
我在北,2,2,0.5,3,-1.0,-1.0,-1.0
我在古代有,2,2,0.5,5,-1.0,-1.0,-1.0
我在大明当,2,2,0.5,5,-1.0,-1.0,-1.0
我在天庭,2,2,0.5,4,-1.0,-1.0,-1.0
我在妖魔世界,2,2,0.5,6,-1.0,-1.0,-1.0
我在战锤,2,2,0.5,4,-1.0,-1.0,-1.0
我在手,2,2,0.5,3,-1.0,-1.0,-1.0
我在明,2,2,0.5,3,-1.0,-1.0,-1.0
我在星际,2,2,0.5,4,-1.0,-1.0,-1.0
我在春秋,2,2,0.5,4,-1.0,-1.0,-1.0
我在武,2,2,0.5,3,-1.0,-1.0,-1.0
我在海贼,2,2,0.5,4,-1.0,-1.0,-1.0
我在游戏王里,2,2,0.5,6,-1.0,-1.0,-1.0
我在漫威,2,2,0.5,4,-1.0,-1.0,-1.0
我在现代留过学,2,2,0.0,7,-1.0,-1.0,-1.0
我在综武,2,2,0.5,4,-1.0,-1.0,-1.0
我在美利坚,2,2,0.5,5,-1.0,-1.0,-1.0
我在聊,2,2,0.5,3,-1.0,-1.0,-1.0
我在英,2,2,0.5,3,-1.0,-1.0,-1.0
我在锦衣卫,2,2,0.5,5,-1.0,-1.0,-1.0
我在镇,2,2,0.5,3,-1.0,-1.0,-1.0
我在魔,2,2,0.5,3,-1.0,-1.0,-1.0
我在黄泉,2,2,0.5,4,-1.0,-1.0,-1.0
我大明,2,2,0.5,3,-1.0,-1.0,-1.0
我夺舍了,2,2,0.5,4,-1.0,-1.0,-1.0
我女儿,2,2,0.5,3,-1.0,-1.0,-1.0
我女友是,2,2,1.0,4,-1.0,-1.0,-1.0
我妻,2,2,0.5,2,-1.0,-1.0,-1.0
我宇智波,2,2,0.0,4,-1.0,-1.0,-1.0
我家后,2,2,0.5,3,-1.0,-1.0,-1.0
我家客,2,2,0.5,3,-1.0,-1.0,-1.0
我家徒弟,2,2,0.5,4,-1.0,-1.0,-1.0
我家老,2,2,0.5,3,-1.0,-1.0,-1.0
我将,2,2,0.5,2,-1.0,-1.0,-1.0
我屠龙,2,2,0.5,3,-1.0,-1.0,-1.0
我已,2,2,0.5,2,-1.0,-1.0,-1.0
我师兄,2,2,0.5,3,-1.0,-1.0,-1.0
我开摆,2,2,1.0,3,1.0,-1.0,-1.0
我徒,2,2,0.5,2,1.0,-1.0,-1.0
我必须,2,2,0.5,3,-1.0,-1.0,-1.0
我怎么办,2,2,0.5,4,-1.0,-1.0,-1.0
我想做个好人,2,2,1.0,6,-1.0,-1.0,-1.0
我慕容复,2,2,1.0,4,-1.0,-1.0,-1.0
我成为,2,2,0.5,3,-1.0,-1.0,-1.0
我成了一,2,2,0.5,4,-1.0,-1.0,-1.0
我成了顶流,2,2,0.0,5,-1.0,-1.0,-1.0
我才不是,2,2,0.5,4,-1.0,-1.0,-1.0
我才不要,2,2,0.5,4,-1.0,-1.0,-1.0
我才几,2,2,0.5,3,-1.0,-1.0,-1.0
我技能,2,2,0.5,3,-1.0,-1.0,-1.0
我抢了,2,2,0.5,3,-1.0,-1.0,-1.0
我拍,2,2,0.5,2,-1.0,-1.0,-1.0
我捡,2,2,0.5,2,-1.0,-1.0,-1.0
我提,2,2,1.0,2,1.0,-1.0,-1.0
我教,2,2,0.5,2,-1.0,-1.0,-1.0
我明,2,2,0.5,2,-1.0,-1.0,-1.0
我是仙,2,2,1.0,3,-1.0,-1.0,-1.0
我是修仙,2,2,0.5,4,1.0,-1.0,-1.0
我是反派,2,2,0.0,4,-1.0,-1.0,-1.0
我是天,2,2,1.0,3,1.0,-1.0,-1.0
我是异界,2,2,0.5,4,-1.0,-1.0,-1.0
我是真,2,2,0.5,3,-1.0,-1.0,-1.0
我有一个大,2,2,0.5,5,-1.0,-1.0,-1.0
我有一个游戏,2,2,0.5,6,-1.0,-1.0,-1.0
我有一张,2,2,0.5,4,-1.0,-1.0,-1.0
我有一棵,2,2,0.5,4,-1.0,-1.0,-1.0
我有三,2,2,0.5,3,-1.0,-1.0,-1.0
我有无数神,2,2,0.5,5,-1.0,-1.0,-1.0
我有无限,2,2,0.5,4,-1.0,-1.0,-1.0
我有装备栏,2,2,1.0,5,-1.0,-1.0,-1.0
我来自,2,2,0.5,3,-1.0,-1.0,-1.0
我每月,2,2,0.5,3,-1.0,-1.0,-1.0
我满,2,2,0.5,2,-1.0,-1.0,-1.0
我生,2,2,1.0,2,1.0,-1.0,-1.0
我的人生,2,2,0.5,4,-1.0,-1.0,-1.0
我的修道,2,2,0.5,4,-1.0,-1.0,-1.0
我的光,2,2,0.5,3,-1.0,-1.0,-1.0
我的兵种,2,2,0.5,4,-1.0,-1.0,-1.0
我的剑,2,2,0.5,3,-1.0,-1.0,-1.0
我的卡,2,2,0.5,3,-1.0,-1.0,-1.0
我的原始,2,2,0.5,4,1.0,-1.0,-1.0
我的大,2,2,0.5,3,-1.0,-1.0,-1.0
我的天赋,2,2,0.5,4,-1.0,-1.0,-1.0
我的夫人,2,2,0.5,4,-1.0,-1.0,-1.0
我的女友是恶,2,2,0.5,6,-1.0,-1.0,-1.0
我的妹妹,2,2,0.5,4,-1.0,-1.0,-1.0
我的姐,2,2,0.5,3,-1.0,-1.0,-1.0
我的姑,2,2,0.5,3,-1.0,-1.0,-1.0
我的学,2,2,0.5,3,-1.0,-1.0,-1.0
我的属性,2,2,0.5,4,-1.0,-1.0,-1.0
我的师父,2,2,0.5,4,-1.0,-1.0,-1.0
我的异,2,2,0.5,3,-1.0,-1.0,-1.0
我的影,2,2,0.5,3,-1.0,-1.0,-1.0
我的御兽,2,2,0.5,4,-1.0,-1.0,-1.0
我的忍术,2,2,0.5,4,-1.0,-1.0,-1.0
我的恋爱,2,2,0.5,4,-1.0,-1.0,-1.0
我的悟性,2,2,0.5,4,-1.0,-1.0,-1.0
我的情报,2,2,0.5,4,-1.0,-1.0,-1.0
我的成就,2,2,0.5,4,-1.0,-1.0,-1.0
我的手,2,2,0.5,3,-1.0,-1.0,-1.0
我的投,2,2,0.5,3,-1.0,-1.0,-1.0
我的文艺时代,2,2,0.0,6,-1.0,-1.0,-1.0
我的时代,2,2,0.0,4,-1.0,-1.0,-1.0
我的时空,2,2,0.5,4,-1.0,-1.0,-1.0
我的明星,2,2,0.5,4,-1.0,-1.0,-1.0
我的末世,2,2,0.5,4,-1.0,-1.0,-1.0
我的末日,2,2,0.5,4,-1.0,-1.0,-1.0
我的梦境,2,2,0.5,4,-1.0,-1.0,-1.0
我的武道,2,2,0.5,4,-1.0,-1.0,-1.0
我的物品能升级,2,2,0.0,7,-1.0,-1.0,-1.0
我的生活,2,2,0.5,4,-1.0,-1.0,-1.0
我的粉丝,2,2,0.5,4,-1.0,-1.0,-1.0
我的职业面板,2,2,0.5,6,-1.0,-1.0,-1.0
我的舅舅,2,2,0.5,4,-1.0,-1.0,-1.0
我的艺人,2,2,0.5,4,-1.0,-1.0,-1.0
我的谍战,2,2,0.5,4,-1.0,-1.0,-1.0
我的身份,2,2,0.5,4,-1.0,-1.0,-1.0
我的邻居,2,2,0.5,4,-1.0,-1.0,-1.0
我的重生,2,2,0.5,4,-1.0,-1.0,-1.0
我的金,2,2,0.5,3,-1.0,-1.0,-1.0
我的青,2,2,0.5,3,-1.0,-1.0,-1.0
我的魔法,2,2,0.5,4,-1.0,-1.0,-1.0
我直接,2,2,0.5,3,-1.0,-1.0,-1.0
我真不想当天,2,2,0.5,6,-1.0,-1.0,-1.0
我真不是大,2,2,0.5,5,-1.0,-1.0,-1.0
我真得控制你了,2,2,0.0,7,-1.0,-1.0,-1.0
我真是大,2,2,0.5,4,-1.0,-1.0,-1.0
我真是联盟职业选手,2,2,0.0,9,-1.0,-1.0,-1.0
我真没有,2,2,0.5,4,-1.0,-1.0,-1.0
我真的不是,2,2,0.5,5,-1.0,-1.0,-1.0
我真的只想,2,2,0.5,5,-1.0,-1.0,-1.0
我真的是正,2,2,0.5,5,-1.0,-1.0,-1.0
我真要,2,2,0.5,3,-1.0,-1.0,-1.0
我神明,2,2,0.5,3,-1.0,-1.0,-1.0
我种田,2,2,1.0,3,-1.0,-1.0,-1.0
我竟成了,2,2,1.0,4,1.0,-1.0,-1.0
我绑,2,2,0.5,2,-1.0,-1.0,-1.0
我给,2,2,0.5,2,-1.0,-1.0,-1.0
我继承了游戏里的,2,2,0.5,8,-1.0,-1.0,-1.0
我老婆是天,2,2,0.5,5,-1.0,-1.0,-1.0
我考,2,2,1.0,2,1.0,-1.0,-1.0
我肉,2,2,1.0,2,1.0,-1.0,-1.0
我能升级,2,2,0.5,4,-1.0,-1.0,-1.0
我能召唤,2,2,0.5,4,-1.0,-1.0,-1.0
我能回到,2,2,0.5,4,-1.0,-1.0,-1.0
我能无限,2,2,0.5,4,-1.0,-1.0,-1.0
我获得,2,2,0.5,3,-1.0,-1.0,-1.0
我被曝光了,2,2,1.0,5,-1.0,-1.0,-1.0
我要死了,2,2,0.0,4,-1.0,-1.0,-1.0
我觉醒了,2,2,0.5,4,-1.0,-1.0,-1.0
我赐,2,2,1.0,2,1.0,-1.0,-1.0
我超,2,2,0.5,2,1.0,-1.0,-1.0
我越,2,2,0.5,2,1.0,-1.0,-1.0
我躺,2,2,1.0,2,1.0,-1.0,-1.0
我这是,2,2,0.5,3,-1.0,-1.0,-1.0
我进入,2,2,0.5,3,-1.0,-1.0,-1.0
我马,2,2,1.0,2,1.0,-1.0,-1.0
战争游戏,2,2,0.5,4,-1.0,-1.0,-1.0
战五,2,2,0.5,2,1.0,-1.0,-1.0
战地,2,2,0.5,2,-1.0,-1.0,-1.0
战无,2,2,0.5,2,1.0,-1.0,-1.0
战舰,2,2,0.5,2,-1.0,-1.0,-1.0
房东,2,2,0.5,2,-1.0,-1.0,-1.0
房产大,2,2,0.5,3,-1.0,-1.0,-1.0
房间,2,2,1.0,2,1.0,-1.0,-1.0
扉间,2,2,0.5,2,1.0,-1.0,-1.0
手天,2,2,0.5,2,1.0,-1.0,-1.0
手开始的,2,2,0.5,4,1.0,-1.0,-1.0
手艺人,2,2,1.0,3,-1.0,-1.0,-1.0
才出道,2,2,0.5,3,-1.0,-1.0,-1.0
才开,2,2,0.5,2,1.0,-1.0,-1.0
才知,2,2,1.0,2,1.0,-1.0,-1.0
才艺,2,2,0.5,2,-1.0,-1.0,-1.0
打下一个,2,2,0.5,4,1.0,-1.0,-1.0
打天,2,2,0.5,2,1.0,-1.0,-1.0
打扰,2,2,0.5,2,1.0,-1.0,-1.0
打破,2,2,0.5,2,1.0,-1.0,-1.0
打网球啊,2,2,0.5,4,-1.0,-1.0,-1.0
打职业啊,2,2,0.5,4,-1.0,-1.0,-1.0
打造完美,2,2,0.5,4,1.0,-1.0,-1.0
打造最强,2,2,0.5,4,-1.0,-1.0,-1.0
托身,2,2,0.5,2,-1.0,-1.0,-1.0
执掌天,2,2,0.5,3,-1.0,-1.0,-1.0
扶摇,2,2,1.0,2,-1.0,-1.0,-1.0
承包商,2,2,0.5,3,-1.0,-1.0,-1.0
技师,2,2,0.5,2,-1.0,-1.0,-1.0
技开始,2,2,0.5,3,-1.0,-1.0,-1.0
技术,2,2,1.0,2,1.0,-1.0,-1.0
技能树,2,2,0.5,3,-1.0,-1.0,-1.0
技能点,2,2,0.5,3,-1.0,-1.0,-1.0
把低武练成了仙武,2,2,0.5,8,-1.0,-1.0,-1.0
把我,2,2,1.0,2,1.0,-1.0,-1.0
把法官送进去了,2,2,1.0,7,-1.0,-1.0,-1.0
抗战之,2,2,0.5,3,-1.0,-1.0,-1.0
抗日之铁血,2,2,0.5,5,-1.0,-1.0,-1.0
护人,2,2,0.5,2,-1.0,-1.0,-1.0
报告,2,2,1.0,2,-1.0,-1.0,-1.0
抽到,2,2,0.5,2,1.0,-1.0,-1.0
抽卡成,2,2,0.5,3,-1.0,-1.0,-1.0
拒绝后,2,2,0.5,3,-1.0,-1.0,-1.0
拜见,2,2,0.5,2,-1.0,-1.0,-1.0
择日,2,2,0.5,2,-1.0,-1.0,-1.0
拳之,2,2,0.5,2,-1.0,-1.0,-1.0
拳坛,2,2,0.5,2,-1.0,-1.0,-1.0
拷问,2,2,0.5,2,1.0,-1.0,-1.0
拼搏年代,2,2,0.0,4,-1.0,-1.0,-1.0
挖了,2,2,0.5,2,1.0,-1.0,-1.0
捡了一,2,2,0.5,3,-1.0,-1.0,-1.0
捡到一个,2,2,0.5,4,-1.0,-1.0,-1.0
捡到一只,2,2,0.5,4,-1.0,-1.0,-1.0
掀起,2,2,0.5,2,1.0,-1.0,-1.0
掉了,2,2,0.5,2,-1.0,-1.0,-1.0
掉宝,2,2,0.5,2,-1.0,-1.0,-1.0
掌控者,2,2,0.5,3,-1.0,-1.0,-1.0
掌教,2,2,0.5,2,1.0,-1.0,-1.0
接地气,2,2,0.5,3,-1.0,-1.0,-1.0
推了,2,2,0.5,2,1.0,-1.0,-1.0
提供,2,2,0.5,2,1.0,-1.0,-1.0
提督,2,2,0.5,2,-1.0,-1.0,-1.0
提示,2,2,0.5,2,-1.0,-1.0,-1.0
搞科,2,2,0.5,2,1.0,-1.0,-1.0
摄政天下,2,2,0.0,4,-1.0,-1.0,-1.0
摸底,2,2,1.0,2,1.0,-1.0,-1.0
摸鱼的日子,2,2,0.5,5,-1.0,-1.0,-1.0
收了,2,2,0.5,2,1.0,-1.0,-1.0
收容,2,2,0.5,2,1.0,-1.0,-1.0
收租,2,2,1.0,2,1.0,-1.0,-1.0
收集,2,2,0.5,2,1.0,-1.0,-1.0
放开那个,2,2,0.5,4,-1.0,-1.0,-1.0
放牧,2,2,0.5,2,1.0,-1.0,-1.0
救世主啊,2,2,0.5,4,-1.0,-1.0,-1.0
教你们,2,2,0.5,3,1.0,-1.0,-1.0
教员,2,2,0.5,2,-1.0,-1.0,-1.0
教太子,2,2,1.0,3,1.0,-1.0,-1.0
教学,2,2,0.5,2,-1.0,-1.0,-1.0
数值,2,2,0.5,2,1.0,-1.0,-1.0
整活儿,2,2,1.0,3,1.0,-1.0,-1.0
整蛊,2,2,0.5,2,-1.0,-1.0,-1.0
整顿,2,2,1.0,2,1.0,-1.0,-1.0
文体,2,2,0.5,2,-1.0,-1.0,-1.0
文圣,2,2,0.5,2,-1.0,-1.0,-1.0
文娱从,2,2,0.5,3,-1.0,-1.0,-1.0
文字,2,2,0.5,2,1.0,-1.0,-1.0
文盲,2,2,0.5,2,1.0,-1.0,-1.0
斗破苍穹,2,2,1.0,4,-1.0,-1.0,-1.0
斗罗之我的武魂是,2,2,0.5,8,-1.0,-1.0,-1.0
斩妖除魔,2,2,0.5,4,1.0,-1.0,-1.0
斩鬼神,2,2,0.5,3,-1.0,-1.0,-1.0
斯的,2,2,0.5,2,1.0,-1.0,-1.0
新一,2,2,0.5,2,1.0,-1.0,-1.0
方丈,2,2,0.5,2,-1.0,-1.0,-1.0
方式,2,2,0.5,2,-1.0,-1.0,-1.0
方知是,2,2,0.5,3,-1.0,-1.0,-1.0
旅行者,2,2,0.5,3,-1.0,-1.0,-1.0
旅途,2,2,0.5,2,-1.0,-1.0,-1.0
族大,2,2,0.5,2,1.0,-1.0,-1.0
族无,2,2,0.5,2,1.0,-1.0,-1.0
无人不,2,2,0.5,3,1.0,-1.0,-1.0
无妖,2,2,0.5,2,-1.0,-1.0,-1.0
无意,2,2,0.5,2,1.0,-1.0,-1.0
无所,2,2,1.0,2,1.0,-1.0,-1.0
无敌天,2,2,0.5,3,-1.0,-1.0,-1.0
无数个我同时,2,2,0.5,6,-1.0,-1.0,-1.0
无良,2,2,0.5,2,-1.0,-1.0,-1.0
无限制,2,2,0.5,3,-1.0,-1.0,-1.0
无限就职,2,2,1.0,4,-1.0,-1.0,-1.0
无限恐怖之,2,2,0.5,5,-1.0,-1.0,-1.0
无限的,2,2,0.5,3,1.0,-1.0,-1.0
无限轮回,2,2,1.0,4,-1.0,-1.0,-1.0
日超,2,2,0.5,2,1.0,-1.0,-1.0
日重,2,2,0.5,2,1.0,-1.0,-1.0
时不,2,2,0.5,2,1.0,-1.0,-1.0
时代变了,2,2,0.0,4,-1.0,-1.0,-1.0
时代巨,2,2,0.5,3,-1.0,-1.0,-1.0
时候,2,2,0.5,2,1.0,-1.0,-1.0
时归,2,2,0.5,2,-1.0,-1.0,-1.0
时空酒馆,2,2,1.0,4,-1.0,-1.0,-1.0
昆仑,2,2,0.5,2,-1.0,-1.0,-1.0
明不,2,2,0.5,2,1.0,-1.0,-1.0
明君,2,2,0.5,2,-1.0,-1.0,-1.0
明很,2,2,0.5,2,1.0,-1.0,-1.0
明日之,2,2,0.5,3,-1.0,-1.0,-1.0
明明超强却,2,2,1.0,5,1.0,-1.0,-1.0
明星爱,2,2,0.5,3,1.0,-1.0,-1.0
