word,count,independent,bind,len,compound_entropy,spe,rsr
黑夜,6,6,0.5,2,1.0,-1.0,-1.0
黑手,6,1,0.8333,2,0.65,0.0,1.625
龙之,6,6,0.1667,2,2.585,-1.0,-1.0
一万,5,5,0.5,2,1.585,-1.0,-1.0
一个大,5,3,0.4,3,1.9219,0.0,9.0
一本,5,1,0.8,2,0.7219,0.0,9.0
一枚,5,2,0.6,2,1.371,0.0,9.0
一起,5,5,0.2,2,2.3219,-1.0,-1.0
上将,5,2,0.75,2,0.8113,0.0,5.0
上班,5,3,1.0,2,0.9183,0.0,1.0
上的,5,5,0.2,2,2.3219,-1.0,-1.0
不死的我,5,2,1.0,4,0.9183,1.0,10.0
不科学,5,5,0.5,3,1.0,-1.0,-1.0
世唐,5,1,0.8,2,0.7219,0.0,4.5
世界当,5,5,0.2,3,2.3219,-1.0,-1.0
东方,5,3,0.5,2,1.5,0.0,1.0
丧尸,5,5,0.3333,2,1.585,-1.0,-1.0
个人,5,2,0.6,2,1.371,0.971,28.4
个修,5,1,0.6,2,1.371,1.5613,31.5
个神,5,3,0.4,2,1.585,0.0,35.0
中华,5,5,0.3333,2,1.585,-1.0,-1.0
主的,5,5,0.25,2,2.0,-1.0,-1.0
之一,5,2,0.6,2,1.371,0.971,7.4
之国,5,5,0.25,2,2.0,-1.0,-1.0
之资,5,1,0.5,2,1.5219,0.0,15.5
之超级,5,3,0.4,3,1.9219,0.0,17.5
之金,5,1,0.4,2,1.5219,1.0,13.25
九天,5,5,0.25,2,2.0,-1.0,-1.0
了仙,5,1,0.8,2,0.7219,0.0,15.5
了吧,5,1,0.8,2,0.7219,0.0,1.0
了女,5,1,0.8,2,0.7219,0.0,2.0
五百年,5,5,0.2,3,2.3219,-1.0,-1.0
人不,5,3,0.4,2,1.9219,0.0,10.0
人仙,5,5,0.5,2,1.0,-1.0,-1.0
人到,5,3,0.4,2,1.585,0.0,1.0
人太,5,2,0.6,2,1.371,0.0,1.0
人是,5,5,0.2,2,2.3219,-1.0,-1.0
人设崩,5,1,0.8,3,0.7219,0.9183,59.8333
从一人,5,1,0.4,3,1.5219,0.0,51.5
从三,5,3,0.4,2,1.9219,0.0,1.0
从今,5,1,0.8,2,0.7219,0.0,15.2857
从全,5,3,1.0,2,1.0,0.0,21.0
从士兵突击开始,5,2,1.0,7,0.8113,0.0,232.0
从娶,5,1,0.6667,2,1.371,0.971,13.8
从拜,5,1,0.8,2,0.7219,0.0,22.0
从木,5,1,1.0,2,0.7219,0.0,1.0
从每,5,1,0.8,2,0.7219,0.0,1.0
从洪,5,3,0.5,2,1.585,0.0,1.0
从港综,5,2,1.0,3,0.9183,1.0,61.0
从猎,5,1,1.0,2,1.0,1.0,6.0
从获得,5,5,1.0,3,0.7219,-1.0,-1.0
从金,5,3,0.4,2,1.9219,0.0,2.0
从黑,5,1,1.0,2,1.9183,0.0,5.0
从龙族,5,1,0.8,3,0.7219,0.0,102.0
仙侠,5,1,0.8,2,0.7219,0.0,36.25
仙缘,5,3,0.4,2,1.9219,0.0,11.0
仙途,5,5,0.2,2,2.3219,-1.0,-1.0
传承,5,5,0.5,2,1.0,-1.0,-1.0
但是,5,5,1.0,2,0.7219,-1.0,-1.0
你了,5,1,0.8,2,0.7219,0.0,1.0
你就,5,3,0.4,2,1.9219,0.0,97.0
你把,5,5,0.5,2,1.5,-1.0,-1.0
俗人,5,5,0.3333,2,1.585,-1.0,-1.0
修仙世界,5,2,0.6,4,1.0,0.0,61.0
光明,5,5,1.0,2,2.585,-1.0,-1.0
全家,5,2,0.75,2,0.8113,0.0,126.3
全知,5,2,0.6,2,1.371,0.0,3.0
八十年,5,2,1.0,3,0.8113,0.0,12.0
具现,5,1,0.4,2,1.5219,1.0,86.5
农庄,5,3,0.4,2,1.9219,0.0,17.0
出道,5,3,0.4,2,1.9219,0.0,6.0
刀开始,5,3,0.4,3,1.9219,0.0,1.0
列车,5,5,0.5,2,1.0,-1.0,-1.0
初唐,5,5,0.5,2,1.585,-1.0,-1.0
到中,5,3,0.4,2,1.9219,0.0,30.0
到神,5,5,0.2,2,2.3219,-1.0,-1.0
剑出,5,5,0.2,2,2.3219,-1.0,-1.0
剑开始,5,2,0.6,3,1.371,0.0,1.0
剑豪,5,5,1.0,2,2.585,-1.0,-1.0
剧情,5,2,0.6667,2,0.9183,1.0,59.0
功法,5,5,0.3333,2,1.9219,-1.0,-1.0
加点修行,5,3,0.4,4,1.9219,0.0,33.0
加钱,5,2,0.6,2,1.371,0.0,3.0
医圣,5,5,1.0,2,2.585,-1.0,-1.0
千万,5,3,0.6667,2,1.5,0.0,12.0
危机,5,5,0.5,2,1.0,-1.0,-1.0
却成了,5,3,0.6667,3,1.5219,0.0,22.0
原始,5,2,0.5,2,1.5,1.0,50.5
厨神,5,5,0.3333,2,1.585,-1.0,-1.0
去了,5,1,1.0,2,0.9183,0.0,1.0
只有我知道,5,3,0.4,5,1.9219,0.0,1.0
可不,5,1,0.8,2,0.7219,0.9852,213.2857
可以无限,5,3,0.4,4,1.9219,0.0,245.0
可能是,5,1,0.8,3,0.7219,0.0,22.0
史上最强,5,5,0.2,4,2.3219,-1.0,-1.0
吃瓜,5,3,0.5,2,1.5,0.0,232.0
吕布,5,5,0.25,2,2.0,-1.0,-1.0
呼吸,5,1,0.8,2,0.7219,0.0,6.1429
命之,5,2,0.6,2,1.371,0.971,22.4
命格,5,1,0.8,2,0.7219,0.0,5.0
唐门,5,1,1.0,2,0.0,0.9183,26.3333
唯我独,5,1,0.8,3,0.7219,0.0,10.0
嘉靖,5,5,0.5,2,1.5,-1.0,-1.0
噩梦,5,5,0.3333,2,1.585,-1.0,-1.0
四合院里的,5,5,0.2,5,2.3219,-1.0,-1.0
图书馆,5,3,1.0,3,2.2516,0.0,22.0
土豪,5,5,1.0,2,2.585,-1.0,-1.0
圣光,5,5,0.3333,2,2.0,-1.0,-1.0
在古代,5,1,0.8,3,0.7219,0.9183,206.6667
在末世,5,5,0.25,3,2.0,-1.0,-1.0
在现实世界,5,1,1.0,5,0.7219,0.0,245.0
在都市,5,5,0.2,3,2.3219,-1.0,-1.0
地府,5,5,0.5,2,1.0,-1.0,-1.0
复制,5,5,0.25,2,2.0,-1.0,-1.0
大反派,5,5,1.0,3,2.585,-1.0,-1.0
大将,5,5,0.2,2,2.3219,-1.0,-1.0
大抽,5,1,0.8,2,0.7219,0.9183,10.8333
大明第一,5,5,0.2,4,2.3219,-1.0,-1.0
大王,5,3,0.6667,2,0.9183,0.0,1.5
大荒,5,5,0.3333,2,1.585,-1.0,-1.0
大魏,5,5,0.5,2,1.0,-1.0,-1.0
天罡,5,2,0.75,2,0.8113,0.0,1.0
天道酬勤,5,5,0.5,4,1.0,-1.0,-1.0
天骄,5,5,0.5,2,1.0,-1.0,-1.0
太听劝了,5,5,0.2,4,2.3219,-1.0,-1.0
太稳,5,2,0.6,2,1.371,0.0,1.0
夺嫡,5,2,0.75,2,0.8113,0.971,24.2
奇幻,5,5,0.3333,2,2.0,-1.0,-1.0
奇迹,5,5,1.0,2,0.8113,-1.0,-1.0
女儿身,5,1,0.8,3,0.7219,0.9183,3.5
女开始,5,2,0.6,3,1.0,0.0,2.0
女的,5,2,0.6,2,1.371,0.0,2.0
好人,5,2,1.0,2,1.7925,0.0,1.0
娱乐之,5,5,1.0,3,2.585,-1.0,-1.0
子不,5,3,0.4,2,1.9219,0.0,1.0
守则,5,5,0.2,2,2.3219,-1.0,-1.0
富贵,5,5,0.3333,2,1.585,-1.0,-1.0
对象,5,2,0.6,2,1.371,0.0,1.0
