word,count,independent,bind,len,compound_entropy
戏不,3,1,0.6667,2,0.9183
戏太,3,1,0.6667,2,0.9183
成为人,3,1,0.6667,3,0.9183
成为传说,3,3,0.3333,4,1.585
成了一,3,1,0.6667,3,0.9183
成了我,3,1,0.6667,3,0.9183
成了魔,3,3,0.3333,3,1.585
成人,3,1,0.6667,2,0.9183
成武,3,1,0.6667,2,0.9183
成超,3,3,0.3333,2,1.585
我不可能是,3,3,0.5,5,1.585
我不想当,3,3,1.0,4,0.0
我为王,3,3,0.5,3,-1.0
我举世,3,1,1.0,3,0.9183
我于,3,1,0.6667,2,0.9183
我以武道,3,3,0.3333,4,1.585
我们的,3,3,1.0,3,0.0
我体内有,3,3,0.3333,4,1.585
我修炼,3,3,0.3333,3,1.585
我入,3,1,0.6667,2,0.9183
我全家都,3,1,0.6667,4,0.9183
我写,3,3,1.0,2,1.0
我变成了,3,3,0.3333,4,1.585
我只想安静地,3,3,0.3333,6,1.585
我可不是,3,3,0.3333,4,1.585
我同时穿越,3,1,1.0,5,0.9183
我在天,3,1,0.6667,3,0.9183
我在斗罗,3,3,1.0,4,0.0
我在末,3,3,0.3333,3,1.585
我在火影,3,3,0.3333,4,1.585
我在现代,3,1,0.6667,4,0.9183
我在神,3,3,0.3333,3,1.585
我在美国,3,3,0.3333,4,1.585
我在美漫,3,3,0.3333,4,1.585
我太,3,3,1.0,2,1.0
我抢,3,1,0.6667,2,0.9183
我是一,3,3,1.0,3,1.0
我是传奇,3,1,1.0,4,-1.0
我是神,3,3,0.5,3,1.0
我最,3,3,1.0,2,1.0
我有一个异世界,3,3,0.0,7,-1.0
我有一卷,3,3,0.3333,4,1.585
我有一枚,3,3,0.3333,4,1.585
我武,3,3,0.3333,2,1.585
我死,3,3,1.0,2,1.0
我每,3,1,0.6667,2,0.9183
我没想,3,3,0.3333,3,1.585
我的专属,3,3,0.3333,4,1.585
我的前世,3,3,0.3333,4,1.585
我的天,3,1,0.6667,3,0.9183
我的夫,3,1,0.6667,3,0.9183
我的年代,3,3,0.5,4,-1.0
我的忍,3,1,0.6667,3,0.9183
我的成,3,1,0.6667,3,0.9183
我的文艺,3,1,0.6667,4,0.9183
我的明,3,1,0.6667,3,0.9183
我的梦,3,1,0.6667,3,0.9183
我的武功,3,3,0.3333,4,1.585
我的物品能,3,1,0.6667,5,0.9183
我的生,3,1,0.6667,3,0.9183
我的美女,3,3,0.3333,4,1.585
我的超能力每周刷新,3,3,0.0,9,-1.0
我的身体有,3,3,0.5,5,1.585
我的重返,3,3,1.0,4,0.9183
我直,3,1,0.6667,2,0.9183
我看,3,3,1.0,2,0.0
我真得,3,1,0.6667,3,0.9183
我真的不想,3,3,0.3333,5,1.585
我神,3,1,1.0,2,0.9183
我绝,3,1,1.0,2,0.0
我编,3,1,1.0,2,0.0
我能听到,3,3,0.3333,4,1.585
我能回,3,1,0.6667,3,0.9183
我能提取,3,3,0.3333,4,1.585
我能进入,3,3,0.3333,4,1.585
我被迫成,3,1,1.0,4,0.9183
我要当,3,3,1.0,3,1.0
我觉醒,3,1,0.6667,3,0.9183
我都成,3,3,0.3333,3,1.585
战之,3,1,0.6667,2,0.9183
战场捡,3,1,0.6667,3,0.9183
战士,3,3,0.3333,2,1.585
战记,3,3,0.3333,2,1.585
户开始,3,3,1.0,3,0.0
扇门,3,1,0.6667,2,0.9183
手术,3,1,1.0,2,0.0
手机,3,3,0.5,2,1.0
才不要,3,1,0.6667,3,0.9183
才子,3,3,0.3333,2,1.585
打下,3,1,1.0,2,0.9183
打野啊,3,1,0.6667,3,0.9183
扬帆,3,1,1.0,2,0.0
承包,3,1,0.6667,2,0.9183
抗日,3,1,0.6667,2,0.9183
报国,3,1,1.0,2,0.9183
报警,3,3,1.0,2,0.9183
拉满,3,3,0.5,2,1.0
拜入,3,3,0.3333,2,1.585
拥有,3,3,0.3333,2,1.585
拼图,3,3,1.0,2,0.0
振兴,3,3,0.3333,2,1.585
捉妖,3,3,0.5,2,1.0
捕快,3,3,1.0,2,0.0
捡了,3,1,0.6667,2,0.9183
捡漏,3,3,0.5,2,1.585
控卫,3,3,1.0,2,0.0
推演,3,3,0.5,2,1.0
提前登陆,3,3,0.3333,4,1.585
摄影,3,3,0.3333,2,1.585
摄政,3,1,0.6667,2,0.9183
摆摊,3,3,1.0,2,0.9183
操控,3,3,1.0,2,1.0
支教,3,3,0.5,2,1.0
改变,3,1,0.6667,2,0.9183
放纵,3,1,0.6667,2,0.9183
故事,3,1,1.0,2,0.0
救世组织,3,3,1.0,4,0.0
救命,3,3,1.0,2,1.0
敕封,3,3,0.5,2,1.585
教书,3,3,0.5,2,1.585
教大,3,1,0.6667,2,0.9183
教皇,3,3,0.5,2,1.0
数据化,3,1,0.6667,3,0.9183
文化入侵,3,3,1.0,4,1.0
文艺人生,3,1,1.0,4,-1.0
文艺生活,3,3,0.5,4,-1.0
斗罗之我的,3,1,0.6667,5,0.9183
斗罗开始的,3,1,1.0,5,0.0
方士,3,3,1.0,2,0.0
方知,3,1,0.6667,2,0.9183
旅行家,3,3,0.3333,3,1.585
族的,3,3,0.3333,2,1.585
族长,3,3,0.5,2,1.0
无人,3,1,0.6667,2,0.9183
无罪,3,3,1.0,2,1.0
无耻,3,3,1.0,2,1.0
无边,3,1,0.6667,2,0.9183
无限世界,3,3,0.5,4,1.0
无限升级,3,3,0.3333,4,1.585
无限强化,3,3,0.3333,4,1.585
无限恐怖,3,1,1.0,4,-1.0
无限模拟,3,1,0.6667,4,0.9183
日支配者,3,1,1.0,4,0.0
日月,3,1,1.0,2,0.0
时光之,3,3,1.0,3,1.0
时空穿,3,1,0.6667,3,0.9183
明明超,3,1,0.6667,3,0.9183
明星们,3,1,0.6667,3,0.9183
明星老,3,1,0.6667,3,0.9183
昏君,3,3,0.5,2,-1.0
星之,3,1,0.6667,2,0.9183
星传,3,1,0.6667,2,0.9183
星卡师,3,3,0.3333,3,1.585
星河之,3,3,0.3333,3,1.585
星海,3,3,0.5,2,1.0
星渊,3,3,1.0,2,0.0
星界,3,3,0.3333,2,1.585
星的,3,3,0.5,2,1.0
星际之,3,3,0.3333,3,1.585
星际战,3,1,0.6667,3,0.9183
春归,3,3,0.3333,2,1.585
是一个,3,1,0.6667,3,0.9183
是不,3,3,0.3333,2,1.585
是仙,3,1,0.6667,2,0.9183
是你,3,1,0.6667,2,0.9183
是吗,3,3,0.3333,2,1.585
是地,3,1,0.6667,2,0.9183
是天后,3,3,1.0,3,1.0
是妖魔,3,3,1.0,3,0.0
是康熙,3,1,0.6667,3,0.9183
是怪,3,1,0.6667,2,0.9183
是文,3,1,0.6667,2,0.9183
是禁,3,3,0.3333,2,1.585
是秦始皇,3,3,1.0,4,0.0
是这么,3,3,0.3333,3,1.585
是这样子的,3,1,0.6667,5,0.9183
是邪,3,1,0.6667,2,0.9183
是重生,3,3,0.3333,3,1.585
是龙,3,1,0.6667,2,0.9183
晚唐,3,3,1.0,2,0.0
暗黑,3,3,0.5,2,1.0
暧昧,3,3,1.0,2,0.0
最强剑,3,3,0.3333,3,1.585
最狠,3,1,0.6667,2,0.9183
月开始,3,3,1.0,3,0.0
有亿,3,1,0.6667,2,0.9183
有兴趣,3,1,0.6667,3,0.9183
有妖,3,1,0.6667,2,0.9183
有救,3,1,0.6667,2,0.9183
有点怪,3,3,0.3333,3,1.585
有神,3,3,0.3333,2,1.585
朕的,3,3,0.3333,2,1.585
朝天,3,3,1.0,2,0.0
朝廷,3,1,1.0,2,0.0
朝阳,3,3,1.0,2,0.0
木匠,3,1,0.6667,2,0.9183
未来之,3,3,1.0,3,0.0
术士的,3,3,0.5,3,1.0
机械师,3,3,1.0,3,0.0
机缘,3,3,0.5,2,1.0
杀死,3,3,1.0,2,0.0
杀猪,3,1,0.6667,2,0.9183
杂役,3,3,0.3333,2,1.585
权柄,3,3,0.5,2,-1.0
权游,3,3,1.0,2,0.9183
李世民,3,3,0.3333,3,1.585
材料,3,3,1.0,2,0.0
极端,3,1,1.0,2,0.0
极致,3,1,1.0,2,0.0
柯南之我,3,3,0.3333,4,1.585
校开始,3,3,0.3333,3,1.585
格斗,3,3,0.5,2,1.0
梦魇,3,3,1.0,2,0.0
楼开始,3,1,1.0,3,0.0
概念,3,1,1.0,2,0.9183
横扫,3,3,0.5,2,1.0
横推武道,3,3,0.0,4,-1.0
欢迎来到,3,3,0.5,4,1.585
歌坛,3,3,0.3333,2,1.585
歌王,3,3,0.5,2,-1.0
正在,3,3,0.3333,2,1.585
正常的,3,1,0.6667,3,0.9183
武侠之,3,3,0.3333,3,1.585
武僧,3,1,1.0,2,0.0
武大郎,3,1,0.6667,3,0.9183
武夫,3,3,0.3333,2,1.585
武尊,3,3,1.0,2,0.0
武术,3,3,1.0,2,0.0
武极,3,3,0.3333,2,1.585
武道世界,3,3,0.5,4,1.0
死人,3,1,1.0,2,0.0
死如,3,1,0.6667,2,0.9183
死灵法师,3,3,1.0,4,0.0
死神之,3,3,1.0,3,0.0
每天一,3,3,0.3333,3,1.585
气运词条,3,3,1.0,4,0.0
水群,3,1,0.6667,2,0.9183
永不,3,3,0.5,2,1.585
求求,3,1,0.6667,2,0.9183
汉末,3,3,0.5,2,1.0
江山美,3,1,0.6667,3,0.9183
没上,3,3,0.3333,2,1.585
没有格局,3,1,0.6667,4,0.9183
沧海,3,3,1.0,2,0.0
河山,3,3,1.0,2,0.0
沸腾,3,3,1.0,2,0.0
法典,3,3,0.3333,2,1.585
法官,3,1,1.0,2,0.0
法无,3,1,0.6667,2,0.9183
洛杉矶,3,3,1.0,3,0.0
活人,3,3,1.0,2,1.0
活在,3,3,0.3333,2,1.585
流的,3,1,0.6667,2,0.9183
流量,3,3,0.5,2,1.585
浪潮,3,3,0.5,2,1.585
海王,3,3,1.0,2,0.0
淡定,3,3,1.0,2,0.0
深空之,3,3,0.3333,3,1.585
混元,3,3,0.3333,2,1.585
混子,3,3,0.3333,2,1.585
混沌,3,3,1.0,2,0.0
渔夫,3,3,1.0,2,0.0
渔猎,3,3,0.3333,2,1.585
渡劫,3,3,1.0,2,0.0
港综世界,3,3,0.5,4,1.0
港综从,3,3,0.3333,3,1.585
游之一,3,1,0.6667,3,0.9183
游之大,3,1,0.6667,3,0.9183
游大,3,3,0.3333,2,1.585
游开始,3,1,0.6667,3,0.9183
游戏制作,3,3,1.0,4,0.9183
游戏开始,3,1,0.6667,4,0.9183
游戏成真,3,1,1.0,4,0.9183
游戏设计师,3,3,1.0,5,0.0
满唐,3,3,0.3333,2,1.585
满满,3,3,1.0,2,0.0
漩涡,3,1,0.6667,2,0.9183
火之,3,1,0.6667,2,0.9183
火了,3,3,1.0,2,0.0
火爆,3,3,0.5,2,1.0
火球,3,3,0.5,2,1.585
火龙,3,3,0.3333,2,1.585
灭了,3,3,1.0,2,1.0
炸了,3,3,0.3333,2,1.585
点强,3,3,0.3333,2,1.585
点点,3,1,0.6667,2,0.9183
炼气,3,3,0.5,2,1.585
烂片,3,1,1.0,2,0.0
烬之,3,3,0.3333,2,1.585
爆星,3,3,1.0,2,1.0
爱上我,3,3,0.3333,3,1.585
爱好,3,3,0.5,2,1.0
爷开始,3,1,0.6667,3,0.9183
爸爸,3,3,1.0,2,1.0
片开始,3,1,0.6667,3,0.9183
特摄,3,3,1.0,2,0.9183
特效,3,3,0.5,2,1.0
狂魔,3,1,0.6667,2,0.9183
狐仙,3,3,1.0,2,0.0
狐狸,3,3,0.5,2,1.0
狗官,3,3,1.0,2,1.0
独断,3,1,0.6667,2,0.9183
独步,3,3,0.5,2,-1.0
独自,3,3,1.0,2,0.9183
狱开始,3,1,1.0,3,0.0
猎杀,3,3,0.5,2,1.0
玄德,3,3,1.0,2,0.0
王国,3,3,0.5,2,1.0
玩转,3,3,0.5,2,1.0
环开始,3,1,1.0,3,0.0
球啊,3,1,0.6667,2,0.9183
球游戏,3,1,0.6667,3,0.9183
理人,3,1,0.6667,2,0.9183
璀璨,3,3,0.3333,2,1.585
生东京,3,1,0.6667,3,0.9183
生在,3,1,1.0,2,0.0
生我,3,1,0.6667,2,0.9183
生种,3,3,0.3333,2,1.585
生道,3,1,0.6667,2,0.9183
甲子,3,3,0.3333,2,1.585
电竞,3,1,1.0,2,0.9183
画风,3,3,0.5,2,1.585
界中,3,3,0.3333,2,1.585
界之旅,3,1,0.6667,3,0.9183
界从,3,1,0.6667,2,0.9183
界做,3,1,0.6667,2,0.9183
界只有,3,1,0.6667,3,0.9183
界归来,3,3,1.0,3,1.0
界成,3,3,0.3333,2,1.585
界武,3,1,0.6667,2,0.9183
界生活,3,1,0.6667,3,0.9183
界的我,3,1,0.6667,3,0.9183
留过学,3,1,0.6667,3,0.9183
疯子,3,3,0.3333,2,1.585
病娇,3,1,1.0,2,0.0
登神,3,1,1.0,2,-1.0
登顶,3,3,1.0,2,0.0
白银,3,3,1.0,2,0.0
百亿,3,3,0.5,2,1.585
百炼成,3,3,1.0,3,0.0
百鬼,3,1,0.6667,2,0.9183
的东京,3,1,1.0,3,0.9183
的中,3,1,0.6667,2,0.9183
的书,3,1,0.6667,2,0.9183
的假,3,3,0.3333,2,1.585
的光,3,1,0.6667,2,0.9183
的剑,3,1,0.6667,2,0.9183
的副,3,1,0.6667,2,0.9183
的后,3,3,0.3333,2,1.585
的地球,3,1,0.6667,3,0.9183
的外,3,3,0.3333,2,1.585
的大明,3,3,1.0,3,0.0
的妖,3,3,0.3333,2,1.585
的学霸,3,3,0.5,3,1.0
的工,3,1,0.6667,2,0.9183
的影帝,3,3,0.5,3,1.0
的御,3,1,0.6667,2,0.9183
的恶,3,3,0.3333,2,1.585
的情报,3,1,0.6667,3,0.9183
的我只好,3,3,0.3333,4,1.585
的我只能去,3,3,0.3333,5,1.585
的我怎么,3,1,0.6667,4,0.9183
的我爆红了,3,3,0.3333,5,1.585
的我终,3,1,0.6667,3,0.9183
的我被迫,3,1,0.6667,4,0.9183
的文艺时代,3,1,0.6667,5,0.9183
的日常生活,3,3,0.3333,5,1.585
的时代,3,1,0.6667,3,0.9183
的星,3,3,0.3333,2,1.585
的替身,3,3,0.5,3,1.0
的末世,3,1,0.6667,3,0.9183
的模,3,1,0.6667,2,0.9183
的武者,3,3,1.0,3,0.0
的死神,3,3,0.3333,3,1.585
的海,3,1,0.6667,2,0.9183
的火影忍者,3,3,0.3333,5,1.585
的猎,3,3,0.3333,2,1.585
的真,3,3,0.3333,2,1.585
的科技,3,3,0.3333,3,1.585
的穿,3,1,0.6667,2,0.9183
的精,3,1,0.6667,2,0.9183
的艺人,3,1,0.6667,3,0.9183
的词条,3,3,0.3333,3,1.585
的邪,3,1,0.6667,2,0.9183
的魔法师,3,3,0.3333,4,1.585
皇的,3,3,0.3333,2,1.585
监国,3,3,1.0,2,0.9183
盗贼,3,3,1.0,2,0.0
盯上,3,3,1.0,2,0.0
直接,3,1,0.6667,2,0.9183
相亲对象,3,3,1.0,4,0.0
相信,3,1,0.6667,2,0.9183
相师,3,1,0.6667,2,0.9183
真是太,3,3,0.3333,3,1.585
真要,3,1,0.6667,2,0.9183
眼中的火影世界,3,3,0.3333,7,1.585
着一,3,1,0.6667,2,0.9183
知是,3,1,0.6667,2,0.9183
知青,3,1,0.6667,2,0.9183
破苍穹,3,1,1.0,3,0.0
祖了,3,1,0.6667,2,0.9183
祖师爷,3,3,1.0,3,0.0
神之我,3,1,0.6667,3,0.9183
神兽,3,3,1.0,2,0.0
神剑,3,3,1.0,2,0.0
神奇,3,3,1.0,2,1.0
神王,3,3,0.3333,2,1.585
神祇,3,1,1.0,2,0.0
神竟是我自己,3,3,0.3333,6,1.585
神纹,3,3,0.3333,2,1.585
神经,3,1,0.6667,2,0.9183
神话纪元,3,3,1.0,4,-1.0
神降临,3,3,0.3333,3,1.585
祸害,3,1,1.0,2,0.0
禁区之,3,3,0.3333,3,1.585
福运,3,3,0.5,2,1.0
科学的,3,1,0.6667,3,0.9183
科幻,3,3,0.5,2,1.585
科技大,3,1,0.6667,3,0.9183
科技系统,3,1,0.6667,4,0.9183
科技霸主,3,1,1.0,4,0.0
秘之,3,1,0.6667,2,0.9183
空想,3,3,1.0,2,0.0
穿越三,3,1,1.0,3,0.0
穿越之,3,3,0.3333,3,1.585
穿越从,3,3,0.3333,3,1.585
穿越后,3,3,1.0,3,0.0
突破,3,3,1.0,2,0.0
童话,3,1,1.0,2,0.0
第一人,3,3,0.3333,3,1.585
第一深情,3,3,0.3333,4,1.585
第一狠人,3,3,0.3333,4,1.585
第一玩家,3,3,0.5,4,-1.0
第二,3,3,0.5,2,1.0
粉碎星球,3,3,0.3333,4,1.585
系大,3,3,0.3333,2,1.585
系巨星,3,3,0.3333,3,1.585
系统之,3,3,0.5,3,1.0
系统什么鬼,3,3,0.3333,5,1.585
系统才来,3,3,1.0,4,0.9183
系统提前,3,3,1.0,4,0.0
红开始,3,3,1.0,3,0.0
红温,3,1,1.0,2,0.9183
红色,3,3,1.0,2,1.0
红警,3,1,0.6667,2,0.9183
红龙,3,3,0.3333,2,1.585
级大,3,1,0.6667,2,0.9183
级学霸,3,1,0.6667,3,0.9183
级工,3,1,0.6667,2,0.9183
级玩家,3,1,0.6667,3,0.9183
级神,3,1,0.6667,2,0.9183
纪事,3,3,0.3333,2,1.585
纲手,3,3,0.5,2,1.585
练级,3,3,0.5,2,1.0
终于,3,3,0.5,2,1.585
终成,3,1,0.6667,2,0.9183
经纪,3,1,0.6667,2,0.9183
绑架,3,1,1.0,2,0.9183
结局,3,3,1.0,2,0.0
给你,3,3,0.5,2,1.0
绝境,3,3,1.0,2,0.0
统的,3,1,0.6667,2,0.9183
维度魔神,3,3,0.5,4,1.0
绿茵,3,3,0.3333,2,1.585
罐子,3,1,1.0,2,0.0
网游之神,3,1,0.6667,4,0.9183
网王,3,3,1.0,2,0.0
美剧,3,3,0.5,2,1.0
美少女,3,3,0.3333,3,1.585
美式居合,3,3,1.0,4,0.0
美漫之,3,1,0.6667,3,0.9183
美漫从,3,3,1.0,3,0.0
美漫大,3,3,0.3333,3,1.585
美综,3,3,1.0,2,0.0
美警,3,3,1.0,2,0.0
老大,3,1,0.6667,2,0.9183
老爷,3,1,1.0,2,0.0
老祖宗,3,3,0.3333,3,1.585
而已,3,3,0.3333,2,1.585
职业面板,3,1,0.6667,4,0.9183
职艺术家,3,1,0.6667,4,0.9183
胜者,3,1,1.0,2,0.0
能修,3,3,0.3333,2,1.585
能处,3,3,0.3333,2,1.585
能开始,3,3,0.3333,3,1.585
能点,3,1,1.0,2,0.9183
能量,3,1,0.6667,2,0.9183
脱下,3,1,0.6667,2,0.9183
致命,3,3,0.5,2,1.0
良医,3,3,0.3333,2,1.585
艺开始,3,1,1.0,3,0.0
艾尔登,3,1,1.0,3,0.9183
花宝,3,1,0.6667,2,0.9183
英伦,3,3,1.0,2,0.0
荒岛,3,3,0.5,2,1.585
荣华,3,3,1.0,2,0.0
药了,3,3,1.0,2,0.9183
药铺,3,1,0.6667,2,0.9183
莽荒,3,1,1.0,2,0.9183
落地,3,3,1.0,2,0.0
落网,3,1,1.0,2,0.9183
蓝染,3,3,1.0,2,0.0
蓝银草,3,3,1.0,3,1.0
虚空,3,1,0.6667,2,0.9183
血统,3,3,1.0,2,0.0
行天下,3,3,0.3333,3,1.585
行星,3,1,1.0,2,0.0
街开始,3,3,1.0,3,0.0
被人,3,3,0.3333,2,1.585
被全,3,1,0.6667,2,0.9183
被唐,3,1,0.6667,2,0.9183
被我,3,3,0.3333,2,1.585
被曝光了,3,1,0.6667,4,0.9183
被迫成为,3,3,0.5,4,1.585
装备栏,3,1,0.6667,3,0.9183
西游开,3,1,0.6667,3,0.9183
观众,3,3,0.5,2,1.0
警事,3,3,0.3333,2,1.585
让你做游戏,3,3,0.0,5,-1.0
训练师,3,3,0.3333,3,1.585
记忆,3,3,0.5,2,1.0
词条开始,3,3,1.0,4,0.0
说你,3,3,0.5,2,1.0
请叫我,3,3,0.3333,3,1.585
请陛下称,3,1,0.6667,4,0.9183
诸天大佬,3,3,1.0,4,0.0
诸天旅,3,1,1.0,3,0.0
诸天神,3,1,0.6667,3,0.9183
诸天轮回,3,1,1.0,4,0.0
诸神,3,1,1.0,2,0.0
读档,3,3,1.0,2,0.0
谁把,3,3,0.3333,2,1.585
谁教你这,3,1,0.6667,4,0.9183
谁说我,3,3,0.3333,3,1.585
谁谈恋爱啊,3,1,0.6667,5,0.9183
调查员,3,3,0.3333,3,1.585
调香,3,1,1.0,2,0.0
谍战生,3,1,1.0,3,0.0
谪仙,3,3,1.0,2,0.0
贵女,3,3,1.0,2,0.0
走出的强者,3,1,0.6667,5,0.9183
起家,3,1,0.6667,2,0.9183
超凡世界,3,3,0.5,4,1.0
超凡大,3,3,0.3333,3,1.585
超凶,3,1,1.0,2,0.0
超品,3,3,0.3333,2,1.585
超市,3,3,0.5,2,1.0
超有,3,3,0.3333,2,1.585
跑出,3,3,0.5,2,1.0
路明非不,3,1,1.0,4,0.0
身份被,3,1,0.6667,3,0.9183
身的,3,3,0.3333,2,1.585
过气,3,3,1.0,2,0.0
运之,3,1,0.6667,2,0.9183
还好我,3,1,0.6667,3,0.9183
还是,3,3,0.5,2,1.0
这个世界,3,3,0.5,4,1.585
这个中,3,1,1.0,3,0.9183
这个主,3,3,0.3333,3,1.585
这个导演,3,3,0.3333,4,1.585
这个巫,3,1,1.0,3,0.0
这个影帝,3,1,0.6667,4,0.9183
这个文,3,1,0.6667,3,0.9183
这个武圣,3,3,0.3333,4,1.585
这个男人太,3,3,0.3333,5,1.585
这个皇,3,1,0.6667,3,0.9183
这个选手,3,3,0.3333,4,1.585
这主播,3,1,0.6667,3,0.9183
这位,3,3,0.3333,2,1.585
这只,3,3,1.0,2,1.0
这是我,3,1,0.6667,3,0.9183
这顶流,3,3,1.0,3,1.0
进度,3,1,1.0,2,0.0
进球,3,3,1.0,2,0.0
迹之,3,1,0.6667,2,0.9183
追求,3,3,0.5,2,1.0
逃荒,3,1,1.0,2,0.0
逆天啊,3,3,0.3333,3,1.585
逆行,3,1,1.0,2,0.0
逆袭系统来了,3,3,0.5,6,1.585
途径,3,3,1.0,2,0.0
通古,3,1,0.6667,2,0.9183
造化之,3,3,0.3333,3,1.585
造神,3,1,1.0,2,0.0
逮捕,3,3,0.5,2,1.585
逼人,3,1,1.0,2,0.0
遍地,3,3,0.5,2,1.0
道从,3,1,0.6667,2,0.9183
道无,3,3,0.3333,2,1.585
道生,3,1,0.6667,2,0.9183
道的,3,3,0.3333,2,1.585
道真,3,3,0.3333,2,1.585
道证,3,1,0.6667,2,0.9183
道长别,3,1,0.6667,3,0.9183
那就,3,3,1.0,2,1.0
那年,3,3,1.0,2,0.0
邪修,3,3,0.5,2,1.585
邪恶,3,1,0.6667,2,0.9183
邪魔,3,3,1.0,2,0.9183
都别,3,3,0.5,2,1.585
都大,3,3,0.5,2,1.0
都是真,3,1,0.6667,3,0.9183
酒剑,3,1,1.0,2,0.9183
醉枕,3,3,0.3333,2,1.585
里的大,3,3,0.3333,3,1.585
重启人生,3,3,1.0,4,-1.0
重生之实业,3,1,0.6667,5,0.9183
重生之最强,3,3,0.3333,5,1.585
重生之神级,3,3,0.3333,5,1.585
重生女,3,1,0.6667,3,0.9183
重生小,3,3,0.3333,3,1.585
重生过去,3,1,0.6667,4,0.9183
野性,3,3,1.0,2,0.0
金丹,3,3,0.5,2,1.0
金乌,3,3,1.0,2,0.0
金枝,3,3,1.0,2,0.0
钢铁侠,3,3,0.3333,3,1.585
银河,3,3,1.0,2,0.0
银狐,3,1,1.0,2,0.0
长姐,3,3,1.0,2,0.0
长河,3,3,0.5,2,1.585
长生不老,3,3,1.0,4,0.0
长生武道,3,3,0.0,4,-1.0
长生路,3,1,0.6667,3,0.9183
门大,3,3,0.3333,2,1.585
门徒,3,3,1.0,2,0.0
闺蜜,3,3,0.3333,2,1.585
阎王,3,1,0.6667,2,0.9183
队友,3,3,0.5,2,1.585
阳开始,3,1,1.0,3,0.0
阳神,3,3,1.0,2,0.0
阳间,3,1,1.0,2,0.9183
阴影,3,1,0.6667,2,0.9183
阿斯,3,3,0.5,2,1.0
附身,3,3,1.0,2,0.0
限制级,3,3,0.3333,3,1.585
院长,3,3,1.0,2,0.0
陪练,3,3,0.5,2,1.0
随心所欲,3,3,1.0,4,0.0
随机,3,3,0.5,2,1.0
随身带个,3,3,0.3333,4,1.585
隐秘,3,3,0.3333,2,1.585
零后,3,1,0.6667,2,0.9183
霍格沃茨开,3,1,0.6667,5,0.9183
霸天下,3,1,0.6667,3,0.9183
青城,3,1,0.6667,2,0.9183
非常,3,1,0.6667,2,0.9183
靠谱,3,3,1.0,2,0.0
面壁,3,1,1.0,2,0.0
韩城,3,1,1.0,2,0.0
韩娱之,3,3,0.3333,3,1.585
顶流了,3,3,0.3333,3,1.585
顶级,3,3,1.0,2,0.0
飞行,3,3,0.3333,2,1.585
食戟,3,3,1.0,2,0.0
食物链顶端的,3,1,1.0,6,0.0
餐厅,3,3,0.5,2,1.0
香火,3,3,1.0,2,0.0
驱魔人,3,3,1.0,3,0.0
骷髅兵,3,3,0.5,3,1.0
鬼才,3,3,1.0,2,0.0
魂殿,3,1,1.0,2,0.0
魔了,3,3,0.3333,2,1.585
魔开始,3,3,0.5,3,1.0
魔教教主,3,1,0.6667,4,0.9183
魔道,3,3,0.5,2,1.0
鹰犬,3,1,0.6667,2,0.9183
黄金时代,3,3,0.5,4,1.585
黎明之,3,3,1.0,3,0.0
黑魔,3,1,0.6667,2,0.9183
龙夺嫡,3,1,1.0,3,0.0
龙的,3,1,0.6667,2,0.9183
龙皇,3,3,0.5,2,1.0
一世之尊,2,2,1.0,4,0.0
一个人砍翻,2,2,1.0,5,0.0
一个位面,2,2,1.0,4,0.0
一个修仙,2,2,0.5,4,1.0
一个星,2,2,0.5,3,1.0
一个武道,2,2,0.5,4,1.0
一个神,2,2,1.0,3,0.0
一个魔,2,2,0.5,3,1.0
一九八,2,2,1.0,3,0.0
一人之下的,2,2,0.5,5,-1.0
一六,2,2,0.5,2,1.0
一切从,2,2,0.5,3,-1.0
一剑斩,2,2,0.5,3,-1.0
一句,2,2,0.5,2,-1.0
一只猫,2,2,0.5,3,-1.0
一号,2,2,0.5,2,-1.0
一夕,2,2,0.5,2,-1.0
一太,2,2,0.5,2,1.0
一心修仙,2,2,0.0,4,-1.0
一朝,2,2,1.0,2,0.0
一生,2,2,0.5,2,-1.0
一百年,2,2,0.5,3,-1.0
一秒,2,2,1.0,2,0.0
一笑,2,2,0.5,2,-1.0
一线,2,2,0.5,2,-1.0
一群,2,2,0.5,2,1.0
一面,2,2,0.5,2,1.0
七零,2,2,1.0,2,0.0
万人,2,2,1.0,2,1.0
万千,2,2,1.0,2,0.0
万古最强,2,2,0.5,4,-1.0
万妖之祖,2,2,1.0,4,-1.0
万寿,2,2,1.0,2,1.0
万法道君,2,2,1.0,4,-1.0
万物信息,2,2,0.5,4,-1.0
万界武侠,2,2,0.5,4,-1.0
万界的,2,2,0.5,3,1.0
丈夫,2,2,0.5,2,-1.0
三十而立,2,2,0.0,4,-1.0
三千万,2,2,0.5,3,-1.0
三国从救曹操,2,2,0.5,6,-1.0
三国战,2,2,1.0,3,0.0
三国演义,2,2,0.5,4,-1.0
三寸,2,2,1.0,2,0.0
三清,2,2,1.0,2,0.0
三眼,2,2,0.5,2,-1.0
上下,2,2,0.5,2,1.0
上台,2,2,1.0,2,1.0
上品,2,2,1.0,2,0.0
上大学,2,2,1.0,3,1.0
上帝之,2,2,0.5,3,-1.0
上海,2,2,0.5,2,1.0
上神,2,2,1.0,2,0.0
上进,2,2,1.0,2,0.0
下围棋啊,2,2,0.5,4,-1.0
不一样,2,2,1.0,3,0.0
不下去了,2,2,0.5,4,-1.0
