word,count,independent,bind,len,compound_entropy,cohesion
我的玩家,4,4,0.25,4,2.0,3.8176
我的美,4,1,0.75,3,0.8113,2.0103
我的超能力每,4,1,0.75,6,0.8113,5.0692
我真不想当,4,2,0.6667,5,1.5,5.0692
我真的只是,4,4,0.25,5,2.0,5.0692
我竟,4,2,1.0,2,0.8113,2.1623
我选择,4,4,1.0,3,0.8113,3.8993
战斗,4,4,0.3333,2,2.0,3.437
战机,4,4,0.5,2,1.0,4.4876
截胡,4,2,0.6667,2,1.5,12.1839
手游,4,4,0.5,2,1.0,2.6932
才发现,4,2,0.6667,3,1.5,8.1739
技大,4,1,0.75,2,0.8113,1.6803
投资,4,4,0.3333,2,2.0,9.672
拯救世界,4,4,0.25,4,2.0,6.4405
拳开始,4,4,0.5,3,1.0,3.3563
掠夺,4,2,0.6667,2,1.5,11.044
控制你了,4,2,0.5,4,1.5,6.7993
摊牌了,4,4,1.0,3,-1.0,5.9919
收徒,4,4,0.3333,2,2.0,7.6744
收藏,4,4,0.3333,2,1.585,8.277
教教主,4,1,0.75,3,0.8113,7.9388
整活,4,2,0.5,2,1.5,7.5084
文化,4,1,0.75,2,0.8113,4.5607
斗破之,4,4,0.25,3,2.0,4.3971
斗罗绝世,4,4,0.0,4,-1.0,6.8303
新世界,4,4,0.5,3,1.0,4.0925
新做人,4,1,0.75,3,0.8113,6.5084
族之,4,4,0.25,2,2.0,1.9117
无敌从,4,4,0.25,3,2.0,2.3374
无极,4,4,0.5,2,1.0,3.8794
无疆,4,4,0.3333,2,1.585,7.8567
无限提升,4,4,0.25,4,2.0,7.8567
日本当,4,2,0.5,3,1.5,6.6029
星老,4,1,0.75,2,0.8113,3.0685
星辰,4,4,0.3333,2,1.585,6.9388
是传奇,4,1,1.0,3,0.8113,3.8135
是反派,4,2,1.0,3,0.9183,3.9785
是吧,4,4,1.0,2,0.9183,3.5635
是恶,4,2,0.5,2,1.5,3.4994
是游戏,4,4,0.3333,3,1.585,1.8834
是真的,4,4,0.3333,3,2.0,3.8937
是精,4,1,0.5,2,1.5,3.295
是高,4,4,0.25,2,2.0,2.5311
替身,4,1,0.75,2,0.8113,8.2523
最佳,4,4,0.25,2,2.0,7.9963
朋友,4,2,0.5,2,1.5,9.277
朕就是,4,4,0.25,3,2.0,7.0229
木叶的,4,4,0.25,3,2.0,1.7136
未婚妻,4,4,0.5,3,1.585,10.3842
末法时代,4,2,0.6667,4,0.9183,8.2384
本是,4,4,0.3333,2,1.585,2.7941
朱棣,4,4,1.0,2,0.9183,11.0808
杀穿,4,4,0.3333,2,1.585,4.7507
李二,4,4,0.3333,2,2.0,7.216
极限,4,4,0.5,2,1.0,5.0912
果实,4,2,1.0,2,1.0,7.9875
校长,4,4,1.0,2,1.0,5.3061
梦想,4,4,0.5,2,1.0,4.6627
欢喜,4,4,0.5,2,1.0,8.71
歌手,4,2,0.6667,2,1.5,6.3177
正常吧,4,1,0.75,3,0.8113,8.3095
武学,4,4,0.25,2,2.0,2.6311
武者,4,1,0.75,2,0.8113,2.8612
武馆,4,2,0.5,2,1.5,5.457
死了,4,2,1.0,2,0.9183,2.0713
死灵,4,1,0.75,2,0.8113,4.4295
每周刷新,4,1,0.75,4,0.8113,10.1315
比比东,4,4,0.5,3,1.0,9.447
求仙,4,4,0.5,2,1.0,3.4172
求你,4,1,1.0,2,0.9183,4.2366
没人比我更懂,4,4,0.25,6,2.0,9.3842
法医,4,4,0.25,2,2.0,3.7145
法术,4,4,0.3333,2,1.585,4.2506
法爷,4,4,0.5,2,1.585,5.5281
泰坦,4,4,1.0,2,1.0,12.1315
深空,4,1,0.75,2,0.8113,6.1091
渔村,4,4,1.0,2,1.0,9.6396
港综开始,4,2,0.6667,4,0.9183,3.4856
游戏里的,4,1,0.75,4,0.8113,5.1287
湖开始,4,2,0.5,3,1.5,3.8417
漫威的,4,4,0.5,3,1.0,2.4657
火力,4,4,0.5,2,1.0,4.7655
火影世界,4,1,0.75,4,0.8113,3.5601
灵法师,4,1,1.0,3,0.8113,6.457
炼成,4,1,0.75,2,0.8113,3.8645
烽火,4,2,0.6667,2,1.5,8.3977
父是,4,2,0.5,2,1.5,3.2416
版本,4,2,0.5,2,1.5,8.2506
状态,4,2,0.5,2,1.5,10.8944
狩魔,4,2,0.5,2,1.5,6.5846
独尊,4,2,0.5,2,1.5,6.8461
猴子,4,4,0.25,2,2.0,6.6511
玩游戏,4,4,0.3333,3,1.585,4.373
生香,4,4,0.25,2,2.0,3.0707
画皮,4,2,0.5,2,1.0,9.8095
疯了吧,4,4,0.0,3,-1.0,9.4794
的人生模拟器,4,4,0.25,6,2.0,5.1287
的修道,4,1,0.5,3,1.5,4.9063
的军,4,2,0.5,2,1.5,1.5238
的召唤,4,2,0.5,3,1.5,2.4282
的哈,4,1,0.75,2,0.8113,4.0132
的宇智波,4,4,0.5,4,1.0,2.9587
的巫,4,2,0.6667,2,1.5,1.6475
的快乐,4,1,0.5,3,1.5,4.5437
的我不,4,2,0.5,3,1.5,2.4282
的战锤,4,2,0.5,3,1.5,2.8067
的旅,4,2,0.5,2,1.5,2.4657
的武道,4,2,0.5,3,1.5,2.3917
的生活,4,2,0.5,3,1.0,1.831
的白,4,2,0.5,2,1.5,1.9587
的身份,4,2,0.5,3,1.5,4.7136
的阿,4,4,0.25,2,2.0,3.0698
真理,4,4,0.25,2,2.0,5.0623
研究,4,4,0.25,2,2.0,11.0319
神传,4,2,0.5,2,1.5,1.9475
神君,4,4,0.5,2,1.585,2.4971
神宠,4,4,0.5,2,1.0,4.1462
神捕,4,4,0.25,2,2.0,4.9052
科技之,4,4,0.25,3,2.0,2.4711
究极,4,2,0.5,2,1.0,8.9615
第九,4,4,0.5,2,1.0,5.1902
第四天灾,4,4,0.5,4,1.585,9.3997
算命,4,4,1.0,2,0.9183,7.9658
粉碎,4,1,0.75,2,0.8113,10.7689
精灵世界的,4,4,0.25,5,2.0,5.7136
系统提,4,1,1.0,3,0.8113,5.698
系统来了,4,1,1.0,4,0.8113,5.9919
红楼之,4,4,0.25,3,2.0,3.0946
纯阳,4,4,0.5,2,1.585,9.2246
绑定,4,4,0.5,2,1.0,10.6909
绝不,4,2,0.6667,2,1.5,3.1688
绝世唐门,4,2,1.0,4,0.9183,8.6909
综世界,4,1,0.75,3,0.8113,3.7706
综网,4,4,0.5,2,1.5,5.3017
缔造者,4,4,0.25,3,2.0,7.7136
网球,4,2,0.6667,2,0.9183,4.3976
罗斯,4,1,0.75,2,0.8113,5.9276
罗马,4,4,0.3333,2,1.585,6.2837
美好,4,4,0.3333,2,1.585,3.6623
美少,4,1,0.75,2,0.8113,5.2067
翻身,4,4,0.5,2,1.0,7.3454
老板,4,4,0.25,2,2.0,5.5449
职业选手,4,2,0.5,4,1.5,8.71
能提取,4,1,0.75,3,0.8113,7.0746
能无限,4,2,0.5,3,1.5,3.4747
能穿,4,2,0.5,2,1.5,2.8172
能进,4,1,0.75,2,0.8113,3.7892
自律,4,4,0.3333,2,1.585,7.6885
舰队,4,4,1.0,2,1.0,9.5465
芳华,4,4,0.25,2,2.0,7.9276
英雄无敌之,4,4,0.25,5,2.0,6.304
莽夫,4,4,1.0,2,1.0,9.041
萧炎,4,2,0.6667,2,0.9183,12.6169
蓝银,4,1,0.75,2,0.8113,9.7639
血脉,4,4,0.5,2,1.0,9.7391
表白,4,4,0.5,2,1.0,9.014
被动技,4,4,0.5,3,1.0,8.7391
要当,4,1,0.75,2,0.8113,3.7585
视频,4,2,0.5,2,1.5,10.0685
解析,4,4,0.3333,2,2.0,11.2384
警探,4,4,1.0,2,1.0,7.2664
诸界,4,4,0.25,2,2.0,1.7261
谁都,4,4,0.5,2,1.585,4.9416
败家子,4,4,0.3333,3,1.585,7.973
起来,4,4,0.3333,2,2.0,4.2775
超强,4,1,0.75,2,0.8113,3.2201
超神之,4,2,0.5,3,1.5,3.9117
超级电,4,4,0.25,3,2.0,6.2315
超级英雄,4,2,0.6667,4,0.9183,6.6034
超脱,4,4,0.5,2,1.0,7.1974
路人,4,4,0.3333,2,1.585,2.223
踢球,4,4,0.5,2,1.585,8.098
躺平,4,2,0.6667,2,1.5,9.8095
辅助,4,4,0.3333,2,1.585,10.6534
还不,4,2,0.5,2,1.5,3.5625
这个武,4,1,0.75,3,0.8113,2.9052
这个男人,4,1,0.75,4,0.8113,6.5084
这样子,4,1,0.75,3,0.8113,6.8031
逆转,4,4,0.5,2,1.0,7.4026
选项,4,4,0.3333,2,1.585,10.1059
造反,4,4,0.5,2,1.585,5.7651
逼我做,4,4,0.25,3,2.0,8.1412
道世界,4,1,0.75,3,0.8113,1.6099
道祖,4,4,0.5,2,1.585,3.9209
道观,4,4,1.0,2,1.0,5.1252
避难所,4,4,0.5,3,1.0,11.4794
那座,4,2,0.5,2,1.5,7.1616
邻居,4,2,0.5,2,1.5,10.9615
重工,4,4,0.25,2,2.0,2.8809
重活,4,4,0.3333,2,1.585,2.6241
重生之大,4,4,0.25,4,2.0,1.71
重生之最,4,1,0.75,4,0.8113,4.4113
重生九,4,2,0.5,3,1.5,3.3457
重生八,4,4,0.25,3,2.0,4.1628
野心,4,2,0.5,2,1.5,6.4727
金时代,4,1,0.75,3,0.8113,4.8323
金融,4,2,0.5,2,1.5,7.3241
钓鱼,4,2,0.6667,2,1.5,9.862
长别,4,1,0.75,2,0.8113,4.5493
长津湖,4,2,0.6667,3,0.9183,8.164
长生修仙,4,4,0.0,4,-1.0,3.8451
门派,4,4,0.3333,2,1.585,5.0762
降魔,4,2,0.5,2,1.5,4.8741
隐藏,4,4,0.25,2,2.0,8.862
雄霸,4,2,0.5,2,1.0,5.6299
震惊,4,2,1.0,2,1.0,10.6814
霍格沃兹,4,2,0.6667,4,1.0,9.6814
霸天,4,1,0.75,2,0.8113,2.0409
非正常,4,4,0.25,3,2.0,8.3766
面之,4,2,0.5,2,1.5,2.1955
革命,4,4,0.25,2,2.0,9.0654
飞刀,4,2,0.6667,2,1.5,7.7639
飞扬年代,4,2,0.6667,4,0.9183,8.2384
饲养,4,2,0.6667,2,0.9183,9.7891
马甲,4,2,0.5,2,1.5,9.047
驾到,4,4,0.25,2,2.0,7.3766
高冷,4,2,0.5,2,1.5,7.862
高手在,4,2,0.5,3,1.5,5.0982
高校,4,4,0.3333,2,1.585,6.589
鬼灭,4,4,1.0,2,0.8113,6.9402
魔世界,4,1,0.75,3,0.8113,2.0051
魔修,4,4,0.5,2,1.0,2.0328
魔教,4,1,0.75,2,0.8113,3.459
魔法少女,4,4,0.5,4,1.0,7.9615
一个修,3,1,0.6667,3,0.9183,3.2272
一亿,3,3,0.5,2,1.0,3.8746
一刀,3,3,0.5,2,1.0,3.6452
一口,3,3,0.5,2,1.0,5.7326
一块,3,3,0.5,2,1.585,6.7326
一张,3,1,0.6667,2,0.9183,5.0322
一扇,3,1,0.6667,2,0.9183,6.7326
一把,3,3,0.5,2,1.585,3.7326
一方,3,3,0.5,2,1.0,3.6033
一次,3,1,0.6667,2,0.9183,3.5627
一气,3,3,0.5,2,1.0,2.7784
一百万,3,3,1.0,3,1.0,5.9253
万事,3,3,0.5,2,1.0,4.1739
万亿,3,3,0.5,2,1.0,5.1739
万妖,3,1,0.6667,2,0.9183,3.1371
万象,3,3,0.5,2,1.0,5.9445
三代,3,1,0.6667,2,0.9183,2.5945
三十岁,3,3,1.0,3,1.0,8.71
上古,3,3,0.5,2,1.585,3.8141
上将军,3,3,0.3333,3,1.585,7.7589
上恋综,3,3,0.5,3,1.0,7.0808
上门,3,3,0.3333,2,1.585,2.8329
下一,3,1,0.6667,2,0.9183,1.6033
下乡,3,1,0.6667,2,0.9183,6.1466
下围棋,3,1,0.6667,3,0.9183,7.8095
不会真有人,3,1,0.6667,5,0.9183,6.5084
不住,3,1,0.6667,2,0.9183,5.498
不做,3,3,0.3333,2,1.585,2.3441
不太对劲,3,3,0.5,4,1.585,7.2349
不按套路,3,1,0.6667,4,0.9183,7.2349
不是大,3,1,0.6667,3,0.9183,1.5761
不是妖,3,3,0.5,3,1.0,4.3252
不是魔,3,3,0.3333,3,1.585,3.3252
不死于,3,3,0.3333,3,1.585,7.2349
不知,3,1,0.6667,2,0.9183,3.5345
不起,3,3,0.5,2,1.0,2.5161
与天,3,3,0.3333,2,1.585,3.0077
与魔,3,1,0.6667,2,0.9183,4.5846
业啊,3,1,0.6667,2,0.9183,4.3847
业巨擘,3,1,0.6667,3,0.9183,8.9846
业时代,3,1,0.6667,3,0.9183,4.4928
东京生活,3,1,0.6667,4,0.9183,5.6869
个位面,3,1,0.6667,3,0.9183,5.0959
个修仙,3,1,0.6667,3,0.9183,2.2043
个系统,3,3,0.3333,3,1.585,2.425
个综,3,1,0.6667,2,0.9183,3.2146
个顶流,3,1,0.6667,3,0.9183,4.5365
临异,3,1,0.6667,2,0.9183,4.6419
主到,3,3,0.3333,2,1.585,1.7689
主啊,3,1,0.6667,2,0.9183,2.9239
主大人,3,1,0.6667,3,0.9183,6.0644
主播开始,3,3,0.3333,4,1.585,3.8226
之中,3,3,0.5,2,1.0,1.6222
之全球,3,3,0.3333,3,1.585,2.3344
之夜,3,3,1.0,2,1.0,2.567
之天王,3,1,0.6667,3,0.9183,4.0816
之父,3,3,0.3333,2,1.585,2.1076
之胜,3,1,0.6667,2,0.9183,4.567
之荒野,3,1,0.6667,3,0.9183,3.8015
之虫,3,3,0.3333,2,1.585,4.304
之血,3,3,0.3333,2,1.585,2.2743
之铁,3,1,0.6667,2,0.9183,3.031
之雷,3,3,0.5,2,1.0,3.4295
九八,3,1,0.6667,2,0.9183,5.922
九叔世界,3,1,0.6667,4,0.9183,6.4849
九重,3,1,0.6667,2,0.9183,2.5232
也不想,3,1,0.6667,3,0.9183,7.5294
也是,3,3,1.0,2,1.0,3.701
乡人,3,3,0.5,2,1.0,3.8454
乡村,3,3,0.5,2,1.0,8.8835
书人,3,1,0.6667,2,0.9183,2.0933
书成圣,3,1,1.0,3,0.9183,7.1315
书香,3,3,0.5,2,1.0,6.2759
了游戏里的,3,1,0.6667,5,0.9183,5.7136
了科,3,1,0.6667,2,0.9183,1.616
了还,3,3,0.3333,2,1.585,2.7118
争之,3,1,0.6667,2,0.9183,2.9348
于人,3,1,1.0,2,0.9183,3.286
亏成,3,3,0.5,2,1.0,6.973
互联网,3,3,0.5,3,1.0,9.431
五千年,3,3,0.3333,3,1.585,7.71
五年,3,1,0.6667,2,0.9183,4.152
五雷,3,3,0.3333,2,1.585,7.4205
亮剑之,3,3,0.3333,3,1.585,3.719
人只想,3,1,0.6667,3,0.9183,2.3654
人在漫威,3,3,0.5,4,1.585,4.9234
人在遮天,3,3,0.0,4,-1.0,6.0933
人在高武,3,3,0.0,4,-1.0,6.0933
人竟,3,1,0.6667,2,0.9183,3.1864
今天不,3,1,0.6667,3,0.9183,4.8199
从九龙,3,1,1.0,3,0.9183,6.2682
从五,3,3,0.5,2,1.585,2.2093
从亮剑开始,3,3,0.3333,5,1.585,6.2682
从今天开始,3,3,0.3333,5,1.585,6.0705
从分,3,1,1.0,2,0.9183,2.4956
从升,3,1,1.0,2,0.9183,2.3296
从只狼,3,1,0.6667,3,0.9183,6.2682
从四,3,3,0.3333,2,1.585,2.0202
从基础,3,3,1.0,3,1.0,6.2682
从士兵突击开始的,3,3,0.3333,8,1.585,4.9766
从家族,3,3,0.3333,3,1.585,4.0458
从巨,3,3,0.5,2,1.0,1.7034
从平,3,3,1.0,2,1.0,2.7238
从忍,3,1,0.6667,2,0.9183,2.4608
从手搓,3,3,1.0,3,1.0,5.5312
从摸,3,1,0.6667,2,0.9183,4.2682
从新,3,3,0.5,2,1.585,2.0458
从晋,3,1,0.6667,2,0.9183,4.5312
从木叶开始,3,3,0.3333,5,1.585,6.0705
从武道,3,3,0.3333,3,1.585,2.5312
从武魂,3,3,0.3333,3,1.585,4.1527
从每日情报开始,3,3,0.0,7,-1.0,6.0705
从民,3,3,0.3333,2,1.585,2.1807
从水,3,3,0.3333,2,1.585,2.5312
从流,3,3,0.3333,2,1.585,1.6243
从火影开始的,3,3,0.3333,6,1.585,3.8391
从照顾,3,3,1.0,3,0.9183,6.2682
从破,3,3,1.0,2,1.0,2.1807
从笑,3,1,0.6667,2,0.9183,3.6832
从综艺,3,1,0.6667,3,0.9183,4.5312
从药,3,1,1.0,2,0.9183,2.8989
从西游,3,1,0.6667,3,0.9183,2.2985
从选,3,1,0.6667,2,0.9183,2.6052
从铁,3,3,1.0,2,0.9183,2.9951
从阿,3,1,0.6667,2,0.9183,3.2093
从零开始的,3,3,0.3333,5,1.585,4.1287
从霍格沃茨,3,1,0.6667,5,0.9183,2.2985
他们,3,3,1.0,2,1.0,5.8303
他做,3,1,0.6667,2,0.9183,5.5245
仗剑,3,3,0.5,2,1.0,8.6627
仙不是,3,3,0.5,3,1.0,2.3131
仙古,3,3,0.5,2,1.0,2.3501
仙子的,3,1,0.6667,3,0.9183,3.5981
仙武大,3,3,0.5,3,1.585,4.8799
代当,3,1,0.6667,2,0.9183,1.9468
以为,3,1,0.6667,2,0.9183,4.5189
以剑,3,1,0.6667,2,0.9183,4.3408
们都是,3,1,0.6667,3,0.9183,5.438
伙伴,3,3,0.5,2,1.0,13.9388
会开,3,1,0.6667,2,0.9183,1.8089
传统,3,3,0.3333,2,1.585,3.7995
但不,3,3,1.0,2,0.9183,4.8199
体坛,3,1,0.6667,2,0.9183,7.4153
你们的,3,3,0.5,3,1.0,3.2111
你别,3,1,0.6667,2,0.9183,3.8216
你却,3,3,0.3333,2,1.585,5.044
你去,3,3,0.3333,2,1.585,3.9445
你哭什么,3,3,0.3333,4,1.585,7.4363
你好,3,3,1.0,2,0.9183,2.7221
你拍,3,1,1.0,2,0.9183,5.2664
你真,3,1,1.0,2,0.9183,1.5598
你给,3,3,0.3333,2,1.585,4.4821
你说我,3,3,0.3333,3,1.585,4.0692
侠客,3,3,0.5,2,1.0,6.7916
俗世,3,3,0.5,2,1.0,4.5445
保护,3,3,0.5,2,1.0,9.8799
修仙游戏,3,1,0.6667,4,0.9183,3.2447
俺寻思,3,1,0.6667,3,0.9183,12.1315
倍返,3,1,0.6667,2,0.9183,10.8095
倒追,3,3,0.5,2,1.0,9.6534
做个好人,3,1,0.6667,4,0.9183,6.5084
做幕后黑手,3,3,1.0,5,0.9183,8.71
做神,3,1,0.6667,2,0.9183,1.7149
偷听,3,1,0.6667,2,0.9183,8.6049
偷看我,3,1,1.0,3,0.9183,5.0692
傀儡,3,1,0.6667,2,0.9183,13.9388
傻柱,3,1,1.0,2,0.9183,12.3945
元开始,3,1,0.6667,3,0.9183,1.8611
先知,3,3,0.3333,2,1.585,7.6534
先锋,3,3,0.5,2,1.0,8.6909
光影,3,3,0.5,2,1.585,3.3597
克斯,3,1,0.6667,2,0.9183,7.8799
全世界都,3,3,0.3333,4,1.585,7.749
全是大,3,1,0.6667,3,0.9183,3.8799
全民领主,3,3,1.0,4,-1.0,7.9388
全球进,3,1,0.6667,3,0.9183,5.6838
全知全能,3,3,0.5,4,1.0,8.0746
全职法师,3,3,0.0,4,-1.0,7.5126
全职高手,3,1,1.0,4,-1.0,8.3464
八十年代,3,3,0.5,4,1.0,7.5014
六年,3,3,0.3333,2,1.585,4.889
关于我,3,3,0.3333,3,1.585,5.0692
关系,3,3,0.5,2,1.585,6.0562
兵传,3,1,0.6667,2,0.9183,4.9114
兵到,3,3,0.3333,2,1.585,3.8147
兵开始,3,3,0.5,3,1.0,2.1163
养猫,3,3,0.3333,2,1.585,7.2866
再次,3,1,0.6667,2,0.9183,8.5465
军师,3,3,0.5,2,1.0,2.9077
冠军之,3,3,0.3333,3,1.585,3.719
决斗,3,1,0.6667,2,0.9183,7.1739
凤凰,3,3,0.5,2,1.0,10.3539
凭什么,3,3,1.0,3,0.9183,8.6627
出名,3,3,0.5,2,1.0,5.3939
击之,3,1,0.6667,2,0.9183,3.4295
分解,3,1,0.6667,2,0.9183,7.4658
到一个,3,1,0.6667,3,0.9183,3.4835
到三,3,1,0.6667,2,0.9183,2.5401
到十,3,1,0.6667,2,0.9183,3.4113
到巨星,3,3,0.3333,3,1.585,4.521
到战,3,1,0.6667,2,0.9183,2.447
到武,3,1,0.6667,2,0.9183,1.7465
到超,3,1,0.6667,2,0.9183,2.0274
到首席,3,1,0.6667,3,0.9183,7.1839
剑道独,3,1,0.6667,3,0.9183,7.9257
力了,3,1,0.6667,2,0.9183,2.43
力的我,3,3,0.3333,3,1.585,5.0692
功德,3,3,0.5,2,1.585,7.2019
加点升级,3,3,0.3333,4,1.585,8.2998
加点开始,3,1,0.6667,4,0.9183,3.3701
勇者,3,3,0.5,2,1.0,8.1466
化开始,3,3,0.3333,3,1.585,1.5627
十亿,3,3,0.5,2,1.0,6.3083
十倍,3,3,0.5,2,1.585,8.3589
十八年,3,3,1.0,3,1.0,7.2109
华夏,3,3,0.5,2,1.0,6.8121
协会,3,3,0.3333,2,1.585,8.9615
卡牌系统,3,3,0.3333,4,1.585,8.02
原著,3,3,1.0,2,0.9183,10.8233
去的,3,3,1.0,2,0.9183,1.8067
县城,3,3,0.5,2,1.585,9.71
又不,3,1,0.6667,2,0.9183,4.2349
友们,3,1,0.6667,2,0.9183,5.862
反派女,3,3,0.5,3,1.0,4.5021
反派的,3,3,0.3333,3,1.585,2.2542
发明家,3,3,0.3333,3,1.585,7.7942
发现我,3,1,1.0,3,0.9183,3.3323
变异,3,1,0.6667,2,0.9183,4.0105
变时,3,1,0.6667,2,0.9183,3.6964
古董,3,1,0.6667,2,0.9183,9.257
只想修仙,3,3,0.5,4,1.585,4.6563
只是个,3,1,0.6667,3,0.9183,5.437
只是想,3,1,0.6667,3,0.9183,6.295
同学,3,3,0.5,2,1.0,5.1091
名师,3,3,0.5,2,1.0,3.3426
听心声,3,1,0.6667,3,0.9183,10.0644
听说我,3,1,0.6667,3,0.9183,5.0692
启明,3,3,1.0,2,-1.0,4.4876
告诉我,3,1,0.6667,3,0.9183,4.6542
呼吸法开始,3,3,0.5,5,1.0,6.0705
和尚,3,3,0.5,2,1.0,9.8095
品修,3,1,0.6667,2,0.9183,4.0207
哥哥,3,3,1.0,2,1.0,7.5238
哥布林,3,3,0.5,3,1.0,10.9388
哥斯拉,3,3,0.5,3,1.585,10.9388
哪里,3,3,0.5,2,1.0,8.8514
哭了,3,3,0.3333,2,1.585,4.1363
喜剧,3,3,0.3333,2,1.585,7.7506
四合院开,3,1,0.6667,4,0.9183,2.5194
回到明朝当,3,3,0.3333,5,1.585,7.3253
回档,3,3,0.5,2,1.0,7.2315
团宠,3,3,0.5,2,1.0,8.7424
国产,3,3,0.5,2,1.0,5.8567
国士,3,1,0.6667,2,0.9183,3.2322
国崛起,3,3,0.3333,3,1.585,4.2717
国当,3,3,0.3333,2,1.585,1.5651
国舅,3,3,0.3333,2,1.585,6.2717
国风,3,1,0.6667,2,0.9183,3.3542
图谱,3,3,0.3333,2,1.585,8.8095
圆梦,3,1,0.6667,2,0.9183,8.3997
在仙武,3,3,0.5,3,1.585,5.5901
在修仙世界,3,3,0.5,5,1.0,5.8999
在大唐,3,1,0.6667,3,0.9183,3.0355
在异世,3,3,0.5,3,1.0,3.2682
在战锤,3,1,0.6667,3,0.9183,3.6832
在晚,3,3,0.3333,2,1.585,4.5026
在柯学世界,3,3,0.3333,5,1.585,7.0051
在洪武,3,3,0.5,3,1.585,5.5901
在洪荒,3,3,1.0,3,1.0,3.0982
在港综,3,3,0.5,3,1.0,3.5901
在游戏王,3,1,1.0,4,0.9183,6.2682
在综武,3,1,0.6667,3,0.9183,5.7827
在美利坚,3,1,0.6667,4,0.9183,3.7321
在阳,3,1,0.6667,2,0.9183,3.4608
在霍格沃茨,3,3,0.3333,5,1.585,3.0355
地成,3,1,0.6667,2,0.9183,2.0423
地球上,3,1,0.6667,3,0.9183,5.3804
地球第一,3,3,0.3333,4,1.585,6.5945
型上单啊,3,3,0.5,4,1.585,8.9239
型中,3,1,0.6667,2,0.9183,7.7976
城市,3,3,0.5,2,1.0,6.71
培育,3,1,0.6667,2,0.9183,12.0644
基地车,3,3,0.3333,3,1.585,10.295
大乘,3,1,0.6667,2,0.9183,5.295
大器晚成,3,3,0.5,4,1.585,6.295
大圆满,3,3,1.0,3,1.0,5.8799
大宗师,3,3,0.5,3,1.585,4.1795
大文豪,3,3,0.5,3,-1.0,3.125
大明当,3,1,0.6667,3,0.9183,2.5812
大明王,3,1,0.6667,3,0.9183,2.6763
大筒木,3,1,0.6667,3,0.9183,6.295
大闹,3,1,0.6667,2,0.9183,5.0726
大鳄,3,3,0.3333,2,1.585,5.8799
天启,3,1,0.6667,2,0.9183,3.4083
天命之,3,1,0.6667,3,0.9183,4.0816
天宫,3,1,0.6667,2,0.9183,3.3517
天机,3,3,0.5,2,1.0,1.9228
天罡地煞,3,3,1.0,4,-1.0,6.4671
太宗,3,3,0.5,2,1.0,4.6415
太快,3,1,0.6667,2,0.9183,5.0375
太想,3,1,0.6667,2,0.9183,2.9635
太正,3,3,0.3333,2,1.585,4.0759
太稳健了,3,3,0.5,4,1.585,6.7993
太过,3,1,0.6667,2,0.9183,4.2854
失联,3,1,0.6667,2,0.9183,7.784
头号黑粉,3,1,0.6667,4,0.9183,10.1059
夺舍了,3,1,0.6667,3,0.9183,6.7993
女们,3,1,0.6667,2,0.9183,3.3766
女友是大,3,1,0.6667,4,0.9183,4.558
奶爸的,3,3,0.3333,3,1.585,3.4912
好圣孙,3,3,0.3333,3,1.585,9.2246
好好,3,3,0.5,2,1.0,4.0953
好当,3,3,0.5,2,1.0,2.933
如何,3,3,0.3333,2,1.585,9.5408
妖孽人生,3,3,0.3333,4,1.585,6.3186
妖师,3,3,0.3333,2,1.585,2.2027
妖魔世界,3,1,0.6667,4,0.9183,5.7844
妻是,3,1,0.6667,2,0.9183,3.0533
婆的,3,1,0.6667,2,0.9183,1.775
婴儿开,3,1,1.0,3,0.9183,5.9788
子修,3,1,0.6667,2,0.9183,1.5468
子别,3,1,0.6667,2,0.9183,3.9433
子到,3,3,0.3333,2,1.585,1.8031
子啊,3,3,0.3333,2,1.585,2.9581
学徒到,3,3,0.3333,3,1.585,7.7689
学霸到,3,1,0.6667,3,0.9183,4.447
安静的,3,1,0.6667,3,0.9183,4.7136
宋时,3,3,0.3333,2,1.585,4.1929
完蛋,3,3,0.0,2,-1.0,10.1144
宗的,3,3,0.5,2,1.585,1.6547
官开始,3,3,0.3333,3,1.585,1.9412
宙斯,3,3,0.5,2,1.585,7.6658
宝藏女孩,3,3,0.5,4,1.0,9.8727
实力,3,3,0.5,2,1.0,5.7882
害了,3,1,0.6667,2,0.9183,5.0623
家后,3,1,0.6667,2,0.9183,2.0482
家小,3,3,0.3333,2,1.585,2.2706
宿主,3,3,0.5,2,-1.0,6.3539
寂寞,3,1,0.6667,2,0.9183,13.3539
小心,3,1,0.6667,2,0.9183,4.3067
小时,3,3,0.5,2,1.0,2.8917
小镇,3,3,0.3333,2,1.585,5.6604
小鲜肉,3,3,1.0,3,0.9183,8.8303
少女的,3,3,0.3333,3,1.585,3.1287
少林,3,3,0.5,2,1.0,7.599
就无敌,3,3,0.5,3,1.0,4.8249
就有,3,1,0.6667,2,0.9183,2.6212
山中,3,3,0.5,2,1.585,4.5021
崩坏,3,3,1.0,2,1.0,9.0644
工大,3,3,0.5,2,1.0,1.6131
巨龙,3,3,0.3333,2,1.585,3.9311
巫师不,3,3,0.5,3,1.0,3.2052
布局,3,3,0.5,2,1.0,5.414
师叔,3,3,0.5,2,1.0,4.9276
师尊,3,3,0.5,2,1.0,3.2902
带刀,3,3,0.3333,2,1.585,7.044
带娃,3,1,0.6667,2,0.9183,9.8095
幕后大佬,3,1,0.6667,4,0.9183,8.3539
年世家,3,1,0.6667,3,0.9183,6.2109
