word,count,independent,bind,len,compound_entropy,cohesion
供应商,9,9,0.1111,3,3.1699,10.4794
侦探,9,6,0.3333,2,2.0,10.4363
修仙从,9,9,0.1111,3,3.1699,2.2985
偶像,9,7,0.5,2,1.5,11.7164
光了,9,2,1.0,2,0.9183,3.5263
全网,9,7,0.4,2,2.2359,5.0085
公子,9,5,0.4,2,1.9219,5.3616
制作,9,4,0.3333,2,2.5,8.4363
制卡,9,3,0.75,2,1.0613,7.5783
剑道,9,4,0.5,2,1.5,3.5426
剧本,9,7,0.4,2,2.2516,7.7506
加入聊天群,9,3,0.6667,5,1.5305,9.7689
努力,9,7,0.2222,2,2.9477,9.9846
史上最,9,2,0.5556,3,1.6577,7.9963
史上第一,9,7,0.2222,4,2.9477,7.1477
咸鱼,9,9,0.2,2,2.3219,11.0319
唯一,9,5,0.2222,2,2.7255,6.5102
在漫威,9,1,0.375,3,1.9056,4.9271
女神,9,7,0.2857,2,2.75,1.7983
妖怪,9,5,0.25,2,2.0,6.2366
学生,9,7,0.5,2,1.5,2.2031
家父,9,5,0.2222,2,2.7255,5.1827
寒门,9,7,0.2222,2,2.9477,7.6909
屠龙,9,7,0.2857,2,2.3219,8.0808
崇祯,9,9,0.2,2,2.3219,12.6169
序列,9,9,0.2,2,2.5216,11.3274
废土,9,9,0.3333,2,1.585,10.1604
开始修,9,1,0.4444,3,1.3921,1.6442
开始无限,9,5,0.2222,4,2.7255,3.0556
开局被,9,7,0.2222,3,2.9477,4.5344
快乐,9,3,0.5,2,2.0588,7.3062
成长,9,5,0.2857,2,2.5216,2.7832
我做,9,5,0.5,2,2.0,1.7634
我把,9,9,0.5,2,1.2516,3.2392
我靠,9,9,1.0,2,0.5917,3.6542
抽卡,9,5,0.4,2,2.0588,8.4959
提前,9,3,0.6,2,1.371,8.143
日志,9,7,0.2222,2,2.9477,7.0246
旧日,9,5,0.5,2,1.585,8.0246
时间,9,5,0.5,2,2.0,5.1422
星河,9,6,0.6,2,1.371,5.9795
春秋,9,5,0.2857,2,2.2359,10.1258
最后一,9,2,0.6667,3,1.4466,6.3176
有个,9,9,0.1667,2,2.75,2.7944
有什么,9,3,0.6667,3,1.4466,4.582
有问题,9,5,1.0,3,0.9183,7.5149
术开始,9,9,0.2,3,2.3219,3.3335
某美,9,1,0.8889,2,0.5033,7.5465
武林,9,4,0.2857,2,2.5216,6.3315
求我,9,6,0.2222,2,2.9477,2.6244
没想当,9,1,0.8889,3,0.5033,6.9843
法开始,9,5,0.5,3,1.5,2.2892
港岛,9,5,0.2222,2,2.3219,8.4496
漫威世界,9,3,1.0,4,1.4466,5.8219
猎魔人,9,7,0.3333,3,2.2516,6.0933
王座,9,5,0.2222,2,2.7255,6.042
界当,9,2,0.5556,2,1.6577,2.4542
的自,9,3,0.6667,2,1.4466,2.4406
的路明非,9,2,0.7778,4,0.9864,4.4912
盗墓,9,7,0.3333,2,2.5216,10.558
盛唐,9,9,0.5,2,3.2776,7.5503
直播间,9,7,0.2222,3,2.9477,7.0511
真了,9,1,0.8889,2,0.5033,2.0927
真仙,9,9,0.5,2,3.4594,2.3253
真的不,9,1,0.8889,3,0.5033,5.2756
神通,9,3,0.2857,2,2.5,4.252
稳健,9,4,0.6,2,1.8113,11.8799
穿越的,9,3,0.6667,3,1.4466,2.0891
突击,9,1,0.8889,2,0.5033,10.6493
竟是我自己,9,6,0.3333,5,2.6416,11.0319
笔记,9,7,0.5,2,3.2776,9.2918
篮坛,9,5,1.0,2,2.7219,9.9388
系男神,9,7,0.2222,3,2.9477,6.6057
经验,9,1,0.5556,2,1.5,8.8095
维度,9,6,0.3333,2,2.585,9.0933
缔造,9,5,0.4444,2,2.281,9.5465
老师,9,7,0.2857,2,2.3219,3.8121
肉身,9,3,0.75,2,1.0613,7.8373
艺人,9,1,0.5,2,1.8911,4.0344
英灵,9,7,0.4,2,1.9219,6.6269
英雄联盟之,9,9,0.1111,5,3.1699,5.567
装备,9,6,0.6,2,1.8424,9.3143
谈恋爱,9,4,0.5,3,1.8424,9.3945
豪门,9,5,0.5,2,3.0958,5.5754
贞观,9,7,0.5,2,3.2776,11.0002
超能力,9,3,0.6667,3,1.2516,7.2798
过分,9,6,0.3333,2,2.6416,7.7512
这样,9,2,0.6667,2,1.75,7.414
退休,9,4,0.2857,2,2.5033,10.5465
选择,9,5,0.6667,2,1.6645,10.1604
逍遥,9,7,0.3333,2,1.585,11.9795
道士,9,7,0.3333,2,1.585,4.6093
邪神,9,5,0.5,2,1.5,4.4902
都重生了谁,9,4,0.5556,5,1.88,8.597
金手指,9,7,0.3333,3,2.0,9.1721
长生不死,9,5,0.6667,4,1.5,7.5107
闲人,9,4,0.6667,2,0.9183,4.4688
雨浩,9,4,0.5556,2,1.371,11.6493
一剑,8,4,1.0,2,0.971,2.8715
一只,8,3,0.25,2,2.5,3.1033
不太,8,3,0.375,2,2.1556,2.9965
之光,8,8,0.3333,2,2.0,2.8611
之门,8,8,0.125,2,3.0,2.0561
九叔,8,3,0.5,2,1.7925,8.5594
二代,8,4,0.5,2,1.585,5.216
交易,8,6,0.25,2,2.585,10.9445
人生模拟,8,2,1.0,4,0.8113,6.3384
仙族,8,4,0.5,2,1.585,3.6396
仙武,8,1,0.6,2,1.7925,2.0096
仙道,8,8,0.25,2,2.0,1.7419
做游戏,8,3,0.6667,3,1.4591,5.3235
僵尸,8,6,0.4,2,1.9219,10.7689
兼职,8,8,0.5,2,1.5,9.5294
农家,8,6,0.6667,2,0.9183,5.5847
出的,8,1,0.875,2,0.5436,2.3386
到一,8,1,0.75,2,1.0613,2.3928
北美,8,3,0.8333,2,0.65,5.6487
十二,8,6,0.25,2,2.75,6.5589
南之,8,1,0.875,2,0.5436,3.3971
只好,8,3,0.8,2,1.4056,5.1802
国术,8,8,0.5,2,1.0,4.5347
在修仙界,8,1,0.7143,4,0.8631,6.3047
地狱,8,5,0.4,2,2.2516,7.9206
士兵突击,8,1,0.8333,4,0.65,9.7294
士的,8,3,0.375,2,2.1556,2.5042
大时代,8,6,0.6667,3,1.5,2.8031
大清,8,8,0.5,2,1.5,3.7714
天子,8,6,1.0,2,2.9477,1.5014
天帝,8,8,0.25,2,2.3219,1.7877
夫人,8,6,0.6667,2,1.5,3.7804
婚后,8,1,0.875,2,0.5436,6.6537
学习,8,5,0.5,2,1.5,7.8461
学家,8,3,0.625,2,1.5488,3.5088
学霸的,8,4,0.25,3,2.5,3.3917
小姐,8,3,0.5,2,1.585,6.6604
山海,8,6,0.3333,2,2.2516,5.2651
崩了,8,2,0.5,2,1.75,5.7993
平凡,8,2,0.375,2,2.1556,8.2246
年开始,8,5,0.6,3,1.8113,1.7576
开局签到,8,6,0.6667,4,1.5,5.9788
开局获,8,1,0.875,3,0.5436,5.9788
强化,8,5,0.375,2,2.0,5.4537
当神,8,4,0.25,2,2.5,1.7291
征服,8,3,0.2857,2,2.2359,11.044
律师,8,6,0.5,2,1.2516,6.7052
徒弟,8,4,0.25,2,2.3219,8.452
心声,8,3,1.0,2,0.9183,8.7428
怎么成,8,2,0.6667,3,1.75,4.5054
恋综,8,3,0.5,2,1.4591,7.1657
成真了,8,2,0.25,3,2.25,5.5513
我不想,8,5,0.5,3,1.585,2.9818
我加,8,1,1.0,2,0.9183,1.8993
我只能,8,2,1.0,3,0.5917,5.0692
我可以,8,2,1.0,3,2.5033,3.8993
我的武,8,1,1.0,3,0.971,2.5501
我的老,8,1,0.875,3,0.5436,3.7021
我真没想当,8,8,0.5,5,1.371,5.0692
我真的不,8,3,0.375,4,2.1556,4.8993
我老婆是,8,6,0.25,4,2.75,4.1623
战国,8,8,0.3333,2,1.585,3.5347
战神,8,8,0.3333,2,2.0,2.2837
才是,8,2,0.75,2,1.0613,3.58
掌控,8,3,0.2857,2,2.5,9.286
提取,8,4,0.5,2,2.0,9.369
支配,8,2,0.75,2,1.0613,10.8835
教主,8,2,0.5714,2,1.3788,4.3539
教师,8,8,0.5,2,1.585,3.9276
教授,8,6,0.25,2,2.0,9.1839
斗罗大陆,8,6,1.0,4,0.9183,8.7589
无敌了,8,6,0.25,3,2.75,3.8685
日之,8,2,0.25,2,2.25,1.9203
时光,8,5,0.375,2,2.3219,4.9723
明明,8,3,0.375,2,2.1556,2.1542
明末,8,8,0.3333,2,1.585,3.9171
星球,8,5,0.5,2,1.0,3.9054
是大明星,8,4,1.0,4,2.7255,5.701
是妖,8,1,0.5,2,1.4591,3.1281
末法,8,3,0.6667,2,1.5,4.9431
朱元璋,8,6,0.3333,3,2.0,11.0808
某美漫的,8,8,0.125,4,3.0,5.7136
每天,8,3,0.5,2,1.371,4.4671
没钱,8,8,1.0,2,3.1699,7.43
洪武,8,4,0.4286,2,2.1281,5.0338
灵气,8,3,0.625,2,1.5488,6.2033
特种,8,2,0.75,2,1.0613,7.2664
王之,8,4,0.25,2,2.5,1.5227
生后,8,1,0.875,2,0.5436,1.9877
疯了,8,2,1.0,2,0.7219,4.8924
的地,8,3,0.375,2,2.1556,1.7829
的悠闲生活,8,8,0.125,5,3.0,5.7136
的我被,8,5,0.375,3,2.4056,4.0132
的日常,8,5,0.6,3,1.371,3.7136
的魔法,8,3,0.375,3,2.4056,3.6262
看到,8,2,0.75,2,1.0613,5.9745
看见,8,3,0.625,2,1.5488,9.1444
真不想,8,1,0.875,3,0.5436,5.9748
穿梭,8,8,0.2,2,2.3219,8.6814
精神病,8,2,0.5,3,1.9183,10.2109
系神豪,8,8,0.125,3,3.0,6.5643
美漫世界,8,4,0.5,4,1.0,5.1995
艺术家,8,3,0.375,3,2.1556,7.4722
行者,8,4,1.0,2,1.0,5.0891
要做,8,2,0.75,2,1.0613,6.1593
诸天最强,8,6,0.2857,4,2.75,5.5677
资本,8,6,0.2857,2,2.5216,8.2506
身份,8,1,0.5,2,2.0,9.2523
进入,8,3,0.4286,2,1.8424,6.4835
通天,8,6,0.5,2,1.5,3.9436
道主,8,8,0.125,2,3.0,2.6488
那个,8,6,0.25,2,2.75,5.2671
重生的我,8,4,0.25,4,2.5,4.0794
风流,8,4,1.0,2,2.281,6.6225
骷髅,8,3,0.4286,2,2.1556,12.9388
鸣人,8,4,0.3333,2,1.9183,6.3384
黎明,8,5,0.5,2,1.7925,7.3766
一切,7,3,0.6667,2,1.5,7.1477
一心,7,5,0.3333,2,1.9219,3.8465
一百,7,2,0.4286,2,1.8424,4.0724
万历,7,7,0.5,2,1.0,6.6105
万岁,7,7,0.1429,2,2.8074,6.1669
不正经,7,7,0.5,3,1.585,5.9548
世界里的,7,3,0.2857,4,2.2359,5.351
个世界,7,4,0.5,3,1.9219,2.5273
之剑,7,7,0.3333,2,1.585,1.8352
之巅,7,7,0.1429,2,2.8074,5.2045
之心,7,7,0.1429,2,2.8074,3.0028
亡灵,7,4,0.3333,2,2.2516,7.7949
人设,7,2,0.8333,2,0.65,4.9234
什么体验,7,1,0.8571,4,0.5917,9.0319
从养,7,3,0.3333,2,1.6645,2.9258
从西,7,4,0.4286,2,2.1281,2.8276
从龙,7,2,1.0,2,1.0,1.6326
仙官,7,7,0.5,2,1.0,3.71
仙门,7,7,0.3333,2,1.585,2.5914
你做,7,2,1.0,2,0.65,4.183
修道,7,1,0.5714,2,1.6645,2.4449
光之,7,4,0.4286,2,2.1281,2.6684
公司,7,7,0.3333,2,1.9219,8.4413
军工,7,7,0.1667,2,2.585,6.2896
刘备,7,5,0.5,2,1.9183,10.2543
创造,7,7,0.25,2,2.0,7.599
前世,7,2,0.6,2,1.371,4.2105
剑圣,7,7,0.3333,2,1.585,4.4928
动物,7,3,0.5714,2,1.6645,7.2664
化身,7,7,0.1667,2,2.585,5.5519
半岛,7,7,1.0,2,1.5488,9.3799
原来,7,3,0.5714,2,1.6645,6.6882
古神,7,7,0.25,2,2.3219,3.1462
可能,7,2,0.8333,2,0.65,4.8376
合理,7,1,0.8571,2,0.5917,7.4608
吓哭,7,5,0.2857,2,2.5216,11.3283
听劝,7,2,1.0,2,0.65,11.1168
国家,7,3,0.5,2,1.9219,2.5194
在北,7,1,0.7143,2,1.1488,4.0846
在现实,7,1,0.8333,3,1.1488,6.0051
在西游,7,2,0.7143,3,1.1488,4.2579
地下城,7,7,0.2,3,2.3219,9.0081
大师兄,7,7,0.5,3,1.5,5.5174
大魔王,7,5,0.5,3,1.0,5.295
天下无,7,1,0.5714,3,1.3788,4.9636
天使,7,5,1.0,2,1.0,4.9526
天尊,7,7,0.5,2,1.585,3.4671
太监,7,7,0.5,2,1.5,7.3378
套路,7,1,0.4286,2,1.4488,8.7603
女明星,7,5,0.4,3,1.9219,4.8863
好的,7,1,0.8571,2,0.5917,1.8067
好莱坞,7,7,0.3333,3,1.585,9.2246
妖孽,7,4,0.6,2,1.371,8.6814
姐姐,7,5,0.3333,2,2.0,8.4063
娱乐圈的,7,7,0.5,4,1.585,4.273
宗门,7,7,0.2,2,2.5216,5.8544
宝可梦,7,5,0.3333,3,2.2516,9.8727
实在太,7,7,0.1429,3,2.8074,8.7004
家子,7,3,0.5714,2,1.6645,2.6357
山河,7,7,0.2,2,2.3219,6.862
巅峰,7,7,0.2,2,2.3219,11.2543
巨头,7,5,1.0,2,2.75,6.7635
幻想,7,7,0.2,2,2.3219,6.0667
开始做,7,5,0.2857,3,2.5216,2.8172
开始崛起,7,7,0.1429,4,2.8074,4.123
开始成为,7,7,0.1429,4,2.8074,3.8666
开始的文,7,1,0.5714,4,1.3788,5.2054
开始肝,7,1,0.4286,3,1.8424,4.3387
开局获得,7,7,0.1429,4,2.8074,5.9788
悟性逆天,7,7,1.0,4,0.7219,6.4671
我只是,7,3,1.0,3,0.8113,3.9697
我在东京当,7,7,0.1429,5,2.8074,5.0692
我在修,7,1,0.8571,3,0.5917,3.0839
我在西,7,2,0.7143,3,1.1488,4.5547
我打造,7,3,0.5714,3,1.6645,3.1761
我有一座,7,7,0.1429,4,2.8074,5.0692
我的女,7,1,0.8571,3,0.5917,2.4026
我的老婆,7,1,0.8571,4,0.5917,5.0692
我的超,7,2,0.7143,3,1.1488,2.6384
我的身,7,2,0.4286,3,1.8424,3.6934
我真不想,7,3,0.5714,4,1.6645,4.8766
我真的只,7,1,0.5714,4,1.3788,5.0692
扮演,7,7,0.2,2,2.5216,9.5102
抽奖,7,3,0.5714,2,1.0,9.4063
挂机,7,5,0.4,2,1.9219,7.4074
掌门,7,7,0.2,2,2.3219,6.369
摊牌,7,3,0.8,2,1.2516,10.3799
教练,7,7,0.5,2,1.371,6.0951
斩妖,7,5,0.6667,2,1.5,7.3278
旅行,7,2,0.5,2,1.4591,6.7038
无限进化,7,5,0.3333,4,2.2516,6.8983
日常系,7,7,1.0,3,3.0,6.2786
明第,7,1,0.8571,2,0.5917,3.8147
是正,7,4,0.2857,2,2.5216,3.6208
是魔,7,2,0.4286,2,2.1281,1.9355
曝光了,7,4,0.4286,3,2.1281,5.6997
曹操,7,3,0.5,2,1.5219,10.7518
有毒,7,7,0.1429,2,2.8074,6.2194
朝当,7,1,0.8571,2,0.5917,4.6408
来的路明非,7,1,0.8571,5,0.5917,8.2187
极道,7,7,1.0,2,3.0,4.4789
柯南之,7,4,0.4286,3,2.1281,4.9414
梦境,7,5,0.4,2,1.9219,8.792
欢迎,7,2,0.6667,2,0.9183,10.8393
正义,7,7,1.0,2,1.0,8.0132
没人,7,1,1.0,2,0.9183,2.7611
法则,7,5,1.0,2,2.75,6.9204
洪荒之,7,7,1.0,3,3.0,3.6195
流浪,7,5,0.4,2,1.9219,7.8169
海贼王,7,3,0.5,3,1.9183,5.0822
深海,7,7,0.5,2,1.0,6.5054
火红,7,1,0.8571,2,0.5917,4.9724
灭世,7,4,0.4,2,1.9219,4.81
爆红,7,1,0.7143,2,1.1488,7.1041
牧师,7,7,0.3333,2,2.0,5.998
狠人,7,4,1.0,2,1.0,5.2283
生命,7,5,0.5,2,1.585,3.0599
生模拟器,7,1,0.8571,4,0.5917,4.3186
生活系,7,7,1.0,3,3.0,5.3959
田园,7,7,0.3333,2,1.585,7.7349
白月光,7,5,0.3333,3,2.3219,9.4959
百万,7,4,0.5,2,1.7925,5.3717
的文娱,7,3,0.5714,3,1.0,3.7661
的玩,7,1,0.8571,2,0.5917,2.0947
的那些,7,1,0.8571,3,0.5917,4.7136
的黑科技,7,4,0.4286,4,2.1281,4.199
真实,7,5,0.5,2,1.0,5.0883
离婚后,7,5,0.5,3,1.8424,7.6079
穿越者,7,5,0.6667,3,1.4591,4.8965
系统来,7,3,0.5714,3,1.6645,4.4698
红尘,7,7,0.25,2,2.3219,8.1041
纨绔,7,5,0.5,2,1.5,13.1315
给我,7,7,0.1429,2,2.8074,2.9224
综武,7,4,0.75,2,0.8113,4.5945
网络,7,4,0.3333,2,2.2516,9.431
美女,7,4,0.6,2,1.371,3.2067
能升级,7,3,0.5,3,1.0,6.3584
能变,7,1,0.8571,2,0.5917,4.5782
蜀山,7,5,0.5,2,1.0,8.6694
规则,7,5,0.4,2,1.9219,11.2867
记事,7,7,0.1429,2,2.8074,6.5306
证道,7,5,0.4,2,1.9219,6.1342
诸天万界,7,7,0.3333,4,2.0,5.8429
读书,7,3,0.3333,2,1.9183,8.6587
谍影,7,7,0.3333,2,1.585,6.3812
财阀,7,3,0.5,2,1.585,10.4608
走出的,7,4,0.4286,3,2.1281,5.7136
这是,7,2,1.0,2,1.0,1.8359
造了,7,3,0.5714,2,1.6645,3.2143
道君,7,5,0.4,2,1.9219,4.3476
道门,7,7,0.3333,2,1.585,3.2082
都成,7,2,0.5,2,2.1281,3.0056
重生后,7,7,0.5,3,1.1488,3.0316
重生日,7,2,0.7143,3,1.0,2.9788
金刚,7,1,0.4,2,2.2359,7.4876
锦衣卫,7,3,0.3333,3,2.2359,10.4794
镇守,7,5,0.2857,2,2.5216,9.4063
霍格沃茨之,7,7,1.0,5,3.0,3.5568
香江,7,7,0.3333,2,1.585,8.072
龙珠,7,5,0.5,2,1.585,7.3963
万法,6,4,0.5,2,1.9219,3.6656
三国从,6,4,1.0,3,2.5216,2.7034
上限,6,1,0.8333,2,0.65,4.2105
专家,6,4,1.0,2,1.0,6.4722
世纪,6,4,0.4,2,2.2516,4.3841
么当,6,1,0.8333,2,0.65,3.3711
之名,6,6,0.1667,2,2.585,3.1341
之神级,6,1,0.5,3,1.4591,4.031
了怎么办,6,6,0.1667,4,2.585,5.4773
争霸,6,4,0.5,2,1.585,7.1433
人在东京,6,6,1.0,4,0.65,4.7714
人在木叶,6,6,0.0,4,-1.0,5.9539
人生模拟器,6,2,0.6667,5,1.2516,6.286
从九,6,3,1.0,2,0.65,2.6437
从战,6,2,1.0,2,0.8113,1.5312
仙府,6,6,0.5,2,1.0,5.295
仙者,6,2,1.0,2,1.2516,2.5616
众神,6,6,0.25,2,2.0,5.4902
会穿越的,6,4,0.3333,4,2.2516,5.7136
作死,6,4,0.5,2,1.0,6.7959
你成,6,6,1.0,2,0.65,1.8856
你说,6,3,0.5,2,1.7925,3.8514
佣兵,6,6,0.3333,2,1.585,9.7622
信息,6,4,0.4,2,1.585,10.6169
修改,6,2,0.6667,2,1.2516,6.1906
做人,6,2,0.6667,2,1.0,2.6176
儿子,6,4,0.3333,2,2.2516,5.3101
全世界,6,1,1.0,3,1.4591,2.8924
八零,6,4,0.5,2,1.9219,8.431
公主,6,6,0.25,2,2.0,4.7424
养生,6,3,0.4,2,1.9219,2.7538
冒牌,6,4,0.5,2,1.585,9.369
出来,6,3,0.5,2,1.5,4.7912
别人,6,6,0.3333,2,1.585,3.4786
制卡师,6,6,0.1667,3,2.585,6.9276
前妻,6,4,0.5,2,1.9219,7.3253
剑宗,6,6,0.25,2,2.0,5.6038
加点修,6,1,0.8333,3,0.65,5.8121
加载,6,2,0.6667,2,1.2516,9.1839
十八,6,3,0.6,2,1.371,6.7739
卡牌,6,3,0.6,2,1.371,7.7589
去当,6,2,0.6667,2,1.2516,5.1554
反手,6,4,0.6667,2,1.4591,5.5136
只会,6,2,1.0,2,0.7219,5.7245
召唤师,6,4,0.3333,3,2.2516,4.8121
哈利,6,1,0.75,2,0.8113,9.3639
唐三,6,4,0.4,2,1.9219,4.437
商人,6,6,1.0,2,2.8074,3.6339
四合院之,6,6,1.0,4,2.8074,3.8446
四合院里,6,1,1.0,4,0.65,7.3919
回到过去,6,4,1.0,4,2.5216,9.1059
国王,6,6,0.5,2,1.0,2.6603
在上,6,6,0.1667,2,2.585,2.1471
在火影,6,1,0.6,3,0.971,3.2502
在线,6,4,0.6667,2,1.5,5.0051
在美漫,6,2,0.75,3,0.8113,3.8897
地主,6,4,1.0,2,2.5216,3.593
坏了,6,6,0.5,2,1.5,4.9248
基地,6,2,0.75,2,0.8113,6.5487
塌房,6,4,0.3333,2,2.0,11.3241
大周,6,4,1.0,2,2.5216,4.4205
大哥,6,6,0.25,2,2.3219,3.8799
大罗,6,6,0.25,2,2.0,1.8687
天地,6,6,0.25,2,2.0,2.1214
太上,6,6,0.3333,2,1.585,3.8424
太极,6,4,0.3333,2,2.2516,5.3081
太阳,6,4,0.5,2,1.9219,6.1561
头号,6,3,0.5,2,1.7925,8.2315
她们都,6,2,0.3333,3,1.9183,7.012
妖尾,6,6,1.0,2,0.65,8.307
妹妹,6,4,0.4,2,1.9219,9.2361
宠物,6,6,0.3333,2,1.585,7.672
家娘子,6,1,0.8333,3,0.65,6.3791
小说,6,6,0.1667,2,2.585,4.8303
少年,6,6,0.3333,2,1.585,5.6259
就能变强,6,6,0.1667,4,2.585,8.9615
岳父,6,6,0.5,2,1.0,9.9351
巨星从,6,6,1.0,3,2.8074,3.6052
巫师世界,6,4,0.5,4,1.5,4.8702
幸福,6,1,0.5,2,1.4591,9.779
幸运,6,4,0.3333,2,2.2516,9.5754
幻世,6,2,0.8,2,0.7219,4.2744
庶子,6,4,0.5,2,1.5,6.973
开启,6,6,0.25,2,2.2516,3.9199
归来的路明非,6,6,0.1667,6,2.585,10.2246
很合理,6,2,0.8,3,0.7219,10.7164
德鲁伊,6,4,0.3333,3,1.585,10.9388
忽悠,6,4,0.4,2,1.9219,10.8584
成帝,6,6,0.3333,2,1.585,2.2936
我只想安,6,1,0.8333,4,0.65,5.0692
我在仙,6,2,0.5,3,1.0,1.9658
我在修仙,6,1,0.8333,4,0.65,3.7332
我在异,6,1,0.8333,3,0.65,3.5667
我才是,6,6,1.0,3,0.7219,4.6542
我的女友,6,2,0.6667,4,1.2516,5.0692
我的老婆是,6,6,1.0,5,1.0,5.0692
我能看到,6,6,0.1667,4,2.585,5.0692
我要做,6,6,0.1667,3,2.585,4.6542
我选,6,2,0.6667,2,1.2516,2.4063
手记,6,4,0.3333,2,2.2516,4.9374
拒绝,6,4,0.3333,2,2.2516,9.8727
挂了,6,2,0.3333,2,1.9183,4.1748
挑战,6,6,0.5,2,1.5,8.3945
捡到一,6,2,1.0,3,1.0,6.1477
支配者,6,3,1.0,3,1.0,8.4685
时代的,6,4,0.3333,3,2.2516,1.8067
明朝当,6,2,0.5,3,1.7925,6.3993
明第一,6,1,0.8333,3,0.65,3.9026
是什么体验,6,6,0.1667,5,2.585,6.8005
是剑,6,2,0.3333,2,1.9183,2.3318
最后一个,6,6,0.3333,4,2.0,7.1739
有什么坏心,6,1,0.8333,5,0.65,7.8044
末世之,6,6,0.1667,3,2.585,3.3971
末年,6,2,0.5,2,1.0,4.1665
机甲,6,6,0.25,2,2.0,8.1466
校花,6,6,0.3333,2,2.0,8.3439
梦回,6,6,0.2,2,2.585,5.7367
模拟人,6,1,0.8333,3,0.65,3.2107
武功,6,3,0.6,2,1.371,5.1795
死的,6,1,0.8333,2,0.65,1.5707
水浒,6,6,0.5,2,1.0,10.6169
永恒,6,6,0.5,2,1.0,10.6783
法神,6,6,0.5,2,1.0,1.8243
游戏里,6,2,0.6667,3,1.2516,5.2968
漫威世界的,6,6,0.1667,5,2.585,5.1287
火红年代,6,4,1.0,4,0.8113,8.2384
灵魂,6,6,0.5,2,1.0,6.07
炮灰,6,4,0.5,2,1.0,11.3945
爱的,6,2,0.5,2,1.9183,2.2762
爷爷,6,2,0.4,2,1.9183,8.435
牧场,6,6,0.3333,2,1.585,8.8799
特种兵,6,6,0.5,3,1.0,9.5696
状元,6,2,0.5,2,1.0,8.7294
狂潮,6,6,0.1667,2,2.585,9.7068
狩猎,6,6,0.2,2,2.3219,9.042
独行,6,6,0.3333,2,1.585,6.444
百世,6,4,0.3333,2,2.2516,3.7494
的我却,6,4,0.3333,3,2.2516,5.7136
的我只想,6,4,0.3333,4,2.2516,3.5981
的我只能,6,1,0.5,4,1.7925,5.2986
的文艺,6,1,0.5,3,1.4591,4.5981
的无限,6,2,0.3333,3,2.2516,1.6987
的玩家,6,2,0.6667,3,1.2516,2.5437
的男,6,1,0.8333,2,0.65,2.5981
的自我,6,1,0.8333,3,0.65,4.4843
的诞生,6,6,0.1667,3,2.585,5.7136
的超能力,6,1,0.8333,4,0.65,5.1287
的那些年,6,6,0.1667,4,2.585,4.8391
的霍格沃,6,1,0.8333,4,0.65,2.6262
皇后,6,4,0.4,2,1.9219,4.3727
直播鉴宝,6,6,0.0,4,-1.0,9.4496
知否,6,6,0.5,2,1.0,10.431
砍翻,6,3,0.6667,2,1.4591,10.9165
神功,6,6,0.1667,2,2.585,3.8687
神医,6,6,0.3333,2,1.585,2.3326
神座,6,6,0.2,2,2.3219,3.9052
神豪从,6,6,0.1667,3,2.585,3.9462
离谱,6,4,0.5,2,1.585,9.9165
科研,6,6,0.25,2,2.0,7.8487
秘复苏,6,1,0.8333,3,0.65,8.8164
穿越了,6,4,0.3333,3,2.2516,2.5898
穿越到,6,6,0.3333,3,1.585,3.9745
笑傲,6,4,0.4,2,1.9219,10.3539
简单,6,2,0.3333,2,1.9183,10.6169
精灵之,6,6,1.0,3,2.8074,4.031
级英雄,6,2,0.8,3,1.2516,6.0185
练武,6,6,0.25,2,2.3219,4.4353
终极,6,6,0.1667,2,2.585,7.5465
绝世之,6,4,0.3333,3,2.2516,4.3654
网红,6,6,0.3333,2,1.585,5.4614
美国,6,2,0.8,2,0.7219,2.8794
老朱,6,6,0.2,2,2.585,6.7954
肉身成圣,6,3,1.0,4,1.7925,8.9615
能是,6,1,0.8333,2,0.65,1.7437
能有,6,1,0.8333,2,0.65,2.5252
艾泽拉斯,6,6,0.5,4,1.0,10.9388
血族,6,6,0.3333,2,1.585,6.5168
被动,6,2,0.8,2,0.7219,6.5415
西北,6,2,0.3333,2,1.9183,6.5479
角色,6,4,0.4,2,1.9219,9.3766
让你当,6,6,0.1667,3,2.585,5.0623
诡异世界,6,6,0.5,4,1.0,5.4405
说好的,6,6,1.0,3,2.8074,3.6547
请留步,6,6,0.2,3,2.585,10.2664
诸天世界,6,2,0.8,4,0.7219,3.1361
赘婿,6,6,0.5,2,1.585,11.8233
起源,6,6,0.3333,2,1.585,8.22
超时空,6,6,1.0,3,2.8074,6.39
退役,6,4,0.4,2,2.2516,10.599
速通,6,4,0.4,2,1.9219,9.6783
造化,6,3,1.0,2,2.1281,5.6237
道侣,6,6,0.5,2,1.585,7.6488
道长生,6,2,1.0,3,1.0,3.2796
锦绣,6,6,0.3333,2,1.585,10.0644
锦鲤,6,6,0.25,2,2.0,10.0644
限制,6,1,0.6667,2,0.9183,5.981
风暴,6,6,0.1667,2,2.585,7.7925
飞扬,6,2,0.8,2,0.7219,9.8514
首席,6,3,0.75,2,0.8113,10.8584
驱魔,6,3,0.6,2,1.371,7.8216
高考,6,4,0.4,2,2.0,8.3315
魔门,6,4,0.4,2,1.9219,3.381
黑夜,6,6,0.5,2,1.0,6.7589
黑手,6,1,0.8333,2,0.65,4.852
一万,5,5,0.5,2,1.585,1.9777
一个大,5,3,0.4,3,1.9219,2.3315
一本,5,1,0.8,2,0.7219,3.2408
